position,tier,killsPerMinMean,killsPerMinStd,deathsPerMinMean,deathsPerMinStd,assistsPerMinMean,assistsPerMinStd,totalDamageDealtToChampionsPerMinMean,totalDamageDealtToChampionsPerMinStd,totalHealPerMinMean,totalHealPerMinStd,damageSelfMitigatedPerMinMean,damageSelfMitigatedPerMinStd,visionScorePerMinMean,visionScorePerMinStd,totalDamageTakenPerMinMean,totalDamageTakenPerMinStd,goldEarnedPerMinMean,goldEarnedPerMinStd,totalMinionsKilledPerMinMean,totalMinionsKilledPerMinStd,neutralMinionsKilledPerMinMean,neutralMinionsKilledPerMinStd,neutralMinionsKilledEnemyJunglePerMinMean,neutralMinionsKilledEnemyJunglePerMinStd,visionWardsBoughtInGamePerMinMean,visionWardsBoughtInGamePerMinStd,wardsPlacedPerMinMean,wardsPlacedPerMinStd,wardsKilledPerMinMean,wardsKilledPerMinStd,killsRatioMean,killsRatioStd,deathsRatioMean,deathsRatioStd,killAssistPerMinMean,killAssistPerMinStd,xcor_0Mean,xcor_0Std,ycor_0Mean,ycor_0Std,xcor_1Mean,xcor_1Std,ycor_1Mean,ycor_1Std,xcor_2Mean,xcor_2Std,ycor_2Mean,ycor_2Std,xcor_3Mean,xcor_3Std,ycor_3Mean,ycor_3Std,xcor_4Mean,xcor_4Std,ycor_4Mean,ycor_4Std,xcor_5Mean,xcor_5Std,ycor_5Mean,ycor_5Std,xcor_6Mean,xcor_6Std,ycor_6Mean,ycor_6Std,xcor_7Mean,xcor_7Std,ycor_7Mean,ycor_7Std,xcor_8Mean,xcor_8Std,ycor_8Mean,ycor_8Std,xcor_9Mean,xcor_9Std,ycor_9Mean,ycor_9Std,xcor_10Mean,xcor_10Std,ycor_10Mean,ycor_10Std,xcor_11Mean,xcor_11Std,ycor_11Mean,ycor_11Std,xcor_12Mean,xcor_12Std,ycor_12Mean,ycor_12Std,xcor_13Mean,xcor_13Std,ycor_13Mean,ycor_13Std,xcor_14Mean,xcor_14Std,ycor_14Mean,ycor_14Std,xcor_15Mean,xcor_15Std,ycor_15Mean,ycor_15Std,spell_1,spell_11,spell_12,spell_13,spell_14,spell_21,spell_3,spell_30,spell_31,spell_32,spell_39,spell_4,spell_6,spell_7
MID,BRONZE,0.24815882522725788,0.16043189461484714,0.20407623086717108,0.09737902029964486,0.20432385042725312,0.12267339446422751,650.3040264327224,262.4203134370108,153.77893704985962,146.06265564316752,496.3162650240639,281.53262426132767,0.6129713909605152,0.2490750659030997,720.3955332072096,209.4080640256738,380.4210547659224,79.37590550326594,5.088046747211675,1.224167195577094,0.3628408263091352,0.37263859497163837,0.06673742029838599,0.12972452887264735,0.05391519498241973,0.0580341081914411,0.27963129072769494,0.09626709472604494,0.06617628112086178,0.06458622382649493,0.48546153979553086,0.1595075612334647,0.21353570936725216,0.08268122914163371,0.45248267565451106,0.211682837885319,7882.453020134229,6951.449144717249,7828.583892617449,6952.140049947435,7621.406040268456,1993.383656900938,6868.583892617449,2084.3917686286527,7350.895973154363,861.947817241293,7414.9697986577185,838.4827140204325,7529.275167785235,1566.8719953951809,7628.795302013423,1484.9207559867787,7406.832214765101,2384.954447334597,7685.315436241611,2342.546302557591,7536.355704697987,2275.2736071792046,7439.520134228188,2240.3542336393684,7379.479865771812,2034.3595062336817,7340.604026845637,2024.3604945021284,7726.560402684564,2515.794711085498,7361.161073825503,2506.0166497282776,7713.080536912752,2693.9316955008258,7187.818791946309,2692.2694107105426,7590.218120805369,2562.8410219477673,7508.258389261745,2567.0673694194584,7521.523489932886,2449.247832272351,7291.838926174497,2438.457267622654,7669.439597315436,2704.9209896616753,7426.912751677853,2758.2599085296206,7835.8691275167785,2730.742430525436,6943.020134228188,2788.212957172164,7911.503355704698,2912.8317487086338,7347.46644295302,2789.7535293933024,8090.855704697987,2900.6131215300434,6963.083892617449,2984.6284220743723,7807.825503355704,2809.9469008524015,7091.020134228188,2804.1358259244466,0.013422818791946308,0.0,0.2181208053691275,0.0,0.7046979865771812,0.026845637583892617,0.020134228187919462,0.0,0.0,0.0,0.0,0.9932885906040269,0.003355704697986577,0.020134228187919462
MID,IRON,0.2506802605418617,0.17160546884562014,0.1945128381899497,0.10268520443795644,0.21004330974173469,0.1311563091717335,632.523918020047,287.03993436684453,157.44802432123947,153.57272179538606,480.01067059812107,294.6382391400661,0.5699365335566992,0.23493731663640832,706.248014284913,240.30236347277767,371.5986099302882,82.23290476059255,4.823505452204885,1.263386184147178,0.30363238854003244,0.3463668041464958,0.0769504889257602,0.1647512220508689,0.04257740738412699,0.05530903110241522,0.2836272414118234,0.08877050536330736,0.04181917810582852,0.04719892679073839,0.4756121032809813,0.16833034452554838,0.2052783945410518,0.08973543493242737,0.46072357028359645,0.23595752068593215,7870.859106529209,6957.111087727228,7823.98969072165,6961.929455845499,7743.549828178694,1764.2275598270814,6971.982817869416,1840.0747350958982,7476.604810996563,799.7555780777209,7445.670103092783,719.4593476088232,7520.494845360825,1151.285741131175,7510.975945017182,1119.0420793166945,7406.896907216495,2007.0389468475232,7411.268041237114,1975.1725049873173,7550.73883161512,2176.370995686677,7389.109965635739,2097.128126979682,7375.360824742268,2115.1903355403874,7192.611683848797,2059.900565996828,7711.4192439862545,2340.345345023512,7404.426116838488,2388.4490286849127,7601.45704467354,2647.561375155908,7259.73883161512,2580.7465707795395,7650.151202749141,2106.804296221207,7334.993127147766,2123.378695078017,7636.522336769759,2646.480067356099,7369.408934707903,2450.9235446767675,7720.66323024055,2762.0867330114393,7415.5360824742265,2689.6372799750334,7601.776632302405,2604.285414254809,7151.642611683848,2457.9730791935153,7767.683848797251,3019.570623115085,7299.7972508591065,2777.8449964438764,7731.250859106529,3066.765446821492,7186.79381443299,3052.363453767038,7826.790378006873,3161.4869407601154,7360.2474226804125,2903.3056095955267,0.006872852233676976,0.003436426116838488,0.18213058419243985,0.0,0.7319587628865979,0.05154639175257732,0.003436426116838488,0.0,0.0,0.0,0.0,0.993127147766323,0.010309278350515464,0.01718213058419244
JUNGLE,DIAMOND,0.2223865030753137,0.15356974848102165,0.1843195877265219,0.08813503319324692,0.2738171665669966,0.1625488496474054,515.0394912435204,218.53434392899726,462.5753142320311,254.76713996735123,699.4067639536706,336.2188262473947,0.9481088598752605,0.312236392681613,986.8473521165217,226.10185094990007,392.58607007276436,68.93807479693803,1.1319549757413672,0.5788684543502829,4.6200245620980445,0.8878404522650777,0.4124466793737971,0.38423177296771593,0.15207822079004546,0.08708492149713684,0.23959422103028793,0.14987840999749755,0.17794049491736544,0.10709426279698457,0.5545333240076953,0.1529062562103853,0.1992658344783395,0.07416852064357438,0.49620366964231033,0.23337658033278053,8151.842975206611,6948.622633757084,7961.173553719008,6950.572502379423,8097.380165289256,3040.5188824922097,6789.43388429752,3526.054784916562,8080.533057851239,3067.300347221392,7234.9504132231405,2858.7050135292766,6847.838842975207,3231.0809277194708,8173.780991735537,3008.483350821192,7537.727272727273,3238.5874680764364,7303.06611570248,3247.7815913820496,7838.892561983471,3675.7610955505124,7136.830578512397,3615.258319113013,8104.929752066116,3501.810564181035,6969.694214876033,3527.541196592797,8071.55785123967,3013.7398099151765,6810.417355371901,3268.8375024804845,7929.363636363636,3336.2005012037816,7123.454545454545,3404.9198953537707,7282.719008264463,3308.126654499462,7415.6322314049585,3256.5888386753772,7317.561983471074,3673.501559515167,8078.342975206611,3550.3765217502296,7952.520661157025,3472.4557421677937,7222.301652892562,3556.509943050631,8056.157024793389,3289.327502579259,6681.900826446281,3401.8634237149017,8506.900826446281,3440.847959285687,6798.318181818182,3215.719219966157,7817.768595041322,3332.862920843598,7002.884297520661,3406.011455698574,7485.061983471074,3371.613907395158,7430.355371900827,3253.0811206840667,0.0,1.0,0.0,0.0,0.028925619834710745,0.0,0.0,0.0,0.0,0.0,0.0,0.9504132231404959,0.02066115702479339,0.0
JUNGLE,PLATINUM,0.2091014301345046,0.1315615408821187,0.181882467488329,0.0906008278425067,0.282730097725366,0.1408101442976847,511.97452781292844,211.88463872237512,449.0221275512662,239.55756697001132,760.1438530874348,330.71556496762867,0.964100196560742,0.349184374298616,1009.231935772977,218.3662041519289,382.801236240363,62.78389184813163,1.2090664580225567,0.5739459526687964,4.268075787915644,0.8851618082264698,0.3109436276262005,0.29880597351007293,0.15258865130332167,0.09733544082225293,0.26343846672204546,0.15397390708693817,0.16862278197175137,0.10861609867295736,0.5443454635505904,0.13485526206376083,0.19293212268921864,0.07405636044631038,0.49183152785987067,0.19087445764422464,7891.0675675675675,6966.776444133814,7708.75,6969.407497978674,8238.989864864865,3068.172231796111,6260.496621621622,3171.257076311592,8343.172297297297,3354.8504577613926,6783.959459459459,2318.4829212176683,6230.493243243243,3036.979394731217,9108.827702702703,2683.1959808981387,7081.581081081081,3305.820966808398,7806.824324324324,3231.803883578766,8288.597972972973,3358.5559463266422,6750.226351351352,3542.4738659536038,8038.179054054054,3559.15278316802,6825.331081081081,3482.415491110388,8466.841216216217,3114.519239520975,6492.581081081081,3207.456649140474,8121.956081081081,3207.0166591868337,6905.060810810811,3115.7840142423474,7048.334459459459,3468.3083083336146,8160.915540540541,3133.5075721476765,7125.016891891892,3587.5813536706346,8093.300675675676,3603.08866289431,7812.9121621621625,3441.1422402571634,7224.908783783784,3421.996556941458,8071.793918918919,3313.4339770242127,6874.351351351352,3446.519400471826,8332.945945945947,3247.314481143016,6714.351351351352,3121.921070598841,7870.141891891892,3417.124063877991,7083.493243243243,3482.732315239747,7700.844594594595,3235.1349270326077,7287.2027027027025,3134.720808716917,0.0,1.0,0.0,0.0,0.033783783783783786,0.0,0.0,0.0,0.0,0.0,0.0,0.9493243243243243,0.016891891891891893,0.0
JUNGLE,GOLD,0.23514103925298746,0.14231750590139539,0.19559652760838647,0.10153053470804328,0.2734123908070003,0.14509289117779028,524.6094494806958,234.9215521026772,406.62476005359997,216.19382901409114,729.3074651116219,332.0543830696317,0.8622857917949931,0.29557059300822536,982.2599945461882,234.45404475512677,387.94242493861066,69.99261914345246,1.2366947958232135,0.636235477399979,4.158555800821256,1.062867928190089,0.34336607326190366,0.3455950534502603,0.1298616886278312,0.09166923729110776,0.24792975966840688,0.13518223233013768,0.13696820045812613,0.08797938218872627,0.5185837609453913,0.15438370948971575,0.19986029004233913,0.08232615312433796,0.5085534300599878,0.2202972020804012,7517.785234899329,6978.629881122349,7329.973154362416,6975.311383364887,8650.057046979866,2720.756956732833,6275.906040268456,3261.398237339671,8327.013422818793,3343.3931976202407,6749.372483221477,2338.291495233508,5624.805369127517,2868.233597307807,8944.362416107382,2526.442983928315,7404.255033557047,3351.563573306844,7861.426174496644,3155.087413814004,8210.939597315437,3527.90808424549,6755.3087248322145,3601.2772049734895,7983.479865771812,3443.7735461216066,7253.758389261745,3677.6088285238347,8029.352348993289,3377.1327158527065,7133.261744966443,3459.06012885436,7832.426174496644,3458.685890694765,6979.161073825503,3298.8735217780636,7503.278523489933,3455.7539787858323,7337.9899328859065,3510.6982302487036,7273.916107382551,3595.2706022462403,7663.39932885906,3548.332023133807,7420.946308724832,3546.783074692576,7553.305369127517,3555.8789056937258,7950.379194630873,3204.8096452771265,6935.513422818792,3333.7265295601705,8295.459731543624,3298.8715589343665,6426.825503355704,3380.690604903293,8020.228187919463,3590.8709355393266,7017.419463087248,3458.991979907006,8136.731543624161,3377.868368596874,7282.201342281879,3283.624159769881,0.0,1.0,0.0,0.0,0.020134228187919462,0.0,0.0,0.0,0.0,0.0,0.0,0.9765100671140939,0.003355704697986577,0.0
JUNGLE,SILVER,0.20849037419033142,0.12419920336519272,0.20177056064746943,0.09039802262610727,0.27695076394018725,0.15648619703132824,495.2364984825813,229.81679329390894,386.2805922436372,200.18792729854712,716.7044629286477,344.9065225279332,0.802200935466592,0.30771142294138887,971.7611971329319,213.5776981292286,370.43939720574883,64.78169664947646,1.160874353522143,0.579548217013862,3.860701400423762,0.9715077837030507,0.28185081986347954,0.33851485746578713,0.09457620356638785,0.07947397222993492,0.24094782845821783,0.12892260232018243,0.11306176448761712,0.0863435607644996,0.5025357423162614,0.1623745164226273,0.20916057004908234,0.07704535242052422,0.48544113813051865,0.21078217018107545,7814.168284789644,6968.652746977131,7623.433656957929,6970.855160485972,8716.601941747573,2834.9406851709928,5610.184466019417,2683.8771398065323,8738.915857605178,3361.9460716973085,6464.605177993528,2282.975587237225,5978.074433656958,2776.9490121120725,9186.177993527508,2554.4441469786775,6759.870550161812,3299.3040169368064,8090.236245954693,3254.265236036266,8006.025889967637,3615.1987648976014,6994.789644012945,3412.8164309439467,7788.935275080906,3442.598823292477,6934.789644012945,3580.5809318465062,8168.0,3158.048798591579,6940.0485436893205,3508.719309903231,8459.77993527508,3120.7201253500657,6277.3236245954695,3184.1178260221486,7498.003236245955,3340.5066616432605,7565.860841423948,3287.613527256206,7219.783171521036,3709.17838614367,7611.9708737864075,3464.941263130028,7255.291262135922,3472.9201043580847,7437.1067961165045,3640.1228239748307,7715.860841423948,3492.5680737893335,7334.472491909385,3411.0349445453767,8303.00647249191,3518.546217825049,6891.734627831715,3393.736994301684,8016.8932038834955,3362.27257787173,6713.275080906149,3509.42347709952,7754.919093851133,3358.888530305428,7075.702265372168,3314.6473008825687,0.0,1.0,0.0,0.0,0.019417475728155338,0.0,0.0,0.0,0.0,0.0,0.0,0.9773462783171522,0.003236245954692557,0.0
JUNGLE,BRONZE,0.2000048842289643,0.13997293858710072,0.19375812889443847,0.09796384636926264,0.245847598456313,0.15375555699016064,483.95686253291547,241.60973451614143,393.9389891472518,188.11978514113522,709.1543695141476,349.6837299829276,0.7179985169515027,0.3103980916172499,965.0445875674923,232.36555767025047,366.9826306609517,74.82654411983042,1.2777880535390955,0.7524820313710289,3.867599260237089,1.15450897925746,0.26785083744241056,0.34958237548354804,0.06924992462693984,0.07461126482064907,0.2247123755866347,0.12440693278224091,0.08667419119420687,0.07369567240708842,0.4798174926142044,0.17266405973867238,0.19935108071362484,0.07879091310078318,0.4458524826852772,0.20775399264686947,8048.391304347826,6957.076242914318,7863.8561872909695,6955.129391203014,8782.448160535117,2751.776504861239,6028.548494983278,2864.5922019335667,8589.56856187291,3402.49288858341,6871.04347826087,2197.1114612761644,6019.638795986622,2806.986183231445,9219.929765886287,2566.2697391827787,7124.90635451505,3209.819009186968,7867.397993311037,3220.888934593872,8548.448160535117,3328.2134121175213,6666.09364548495,3120.8671061993014,7758.832775919733,3453.7858906790498,7142.5953177257525,3421.125586994933,7967.8394648829435,3280.2984570661533,7176.86287625418,3311.44382294844,8531.809364548495,3306.5255097696813,6646.361204013378,3187.6804694219454,7028.311036789298,3275.246078194756,7860.083612040134,3098.3671565212744,6934.6220735785955,3289.3988773242436,7824.558528428093,3373.6240912625135,7639.2909698996655,3517.4902945281015,7192.605351170569,3401.7918992214754,7766.371237458194,3455.821346729634,6977.792642140468,3621.3630332518997,8052.983277591973,3508.6063472152905,7265.993311036789,3542.1822663449716,8077.8996655518395,3308.7871908696357,6973.983277591973,3508.150821199565,7659.157190635451,3308.740439200412,7309.71237458194,3154.6794087557555,0.0,1.0,0.0033444816053511705,0.0,0.020066889632107024,0.0,0.0,0.0,0.0,0.0,0.0,0.9698996655518395,0.006688963210702341,0.0
JUNGLE,IRON,0.206194798957868,0.15847248360072394,0.19304995032678088,0.1044818760598192,0.24876322464018633,0.14415306323959162,462.1282406316471,252.06884212183388,387.4436672410954,204.79525229923942,681.2253902673397,339.92601415780064,0.6667893898140083,0.28147241935074513,942.6034683231697,223.86473963902895,363.8458047072258,76.48719843987361,1.1586511486361757,0.6396466269238522,3.782263876727877,1.095348434837734,0.32841249737942,0.37564517156098476,0.05708442059611609,0.0713087861226666,0.22624793477436714,0.122749875642927,0.06479780352202777,0.06563120373406744,0.4718749719659197,0.16986052881457014,0.19947731597611948,0.08135410208303322,0.45495802359805426,0.22400329104463187,8034.278911564626,6956.255645917755,7852.251700680272,6957.765626248802,8810.336734693878,2797.193636085744,5926.363945578231,2742.7532329988558,8466.986394557824,3382.5459482414176,6774.06462585034,2231.7613039914336,6220.748299319728,2986.320719235801,8687.986394557824,2795.8111316348436,6822.6122448979595,3263.1230584926793,8169.149659863946,3275.2735203056836,8117.051020408163,3433.8010094958404,7348.816326530612,3288.5546116380233,7905.93537414966,3553.5558904847703,7002.850340136054,3617.1075302477957,7924.721088435374,3343.7385705864444,6928.785714285715,3575.886980589881,8273.561224489797,3513.815723186378,6646.088435374149,3055.057795770352,7564.850340136054,3411.48344891711,7745.928571428572,3572.0784561074565,6943.931972789115,3593.038430436279,7940.496598639455,3237.1259898326207,7789.625850340136,3401.5794057159555,7085.0,3445.2952151381637,7885.091836734694,3531.5651745339364,7108.659863945578,3727.9071666227123,8245.238095238095,3455.9630987185333,6825.758503401361,3264.543083214394,7931.622448979592,3425.1401043025717,7266.860544217687,3333.6400982586274,7706.751700680272,3650.1682044903328,7469.874149659864,3484.99473674863,0.0,1.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.9591836734693877,0.017006802721088437,0.0
BOTTOM,DIAMOND,0.19471858153094093,0.13251240726925945,0.17639402901384704,0.09440991571419441,0.2525534188078683,0.13321807019220758,637.243968344413,271.56533631273805,93.77663797161931,64.90336751893884,328.3638875779961,179.95968663961634,0.7282427972134844,0.2901301467038834,567.2864946915284,163.89936593454993,407.94502885811164,68.83167211407549,6.8015493203828665,0.9427641010173089,0.4820302902550861,0.3650460378505165,0.05991092960082443,0.11397291508533178,0.06404282763756941,0.06784117757681112,0.3163430892889619,0.09764148869855319,0.13664867231091715,0.08933434786649663,0.5008802390377748,0.15448386480440418,0.1909428910691899,0.0842422729037841,0.44727200033880926,0.2118845926209976,7813.938524590164,6950.136739655482,8065.0,6950.366560484626,9527.88524590164,2597.0256909495915,5280.9098360655735,2865.812514161142,12283.881147540984,1238.0667153175868,2441.3647540983607,752.840280408874,12167.38524590164,1272.1042736637596,2562.2336065573772,1295.1843501057892,11953.073770491803,2233.014451780512,3048.7336065573772,2300.66554128533,12035.356557377048,2103.560299604471,3130.995901639344,2267.8876658696545,11830.143442622952,2010.7458640904433,2885.9508196721313,1956.2439123189424,11623.557377049181,2577.4886509285584,3244.5450819672133,2325.307281348373,12371.737704918032,1704.013346917718,3402.8565573770493,2476.5563589574585,11876.004098360656,2144.0507516142284,3143.8893442622953,2169.7619846447315,11579.02049180328,2653.342701839609,3395.3647540983607,2677.119320101601,11889.176229508197,2110.4280565762197,3391.8032786885246,2448.8059696903,11339.901639344262,2500.519363039521,3360.905737704918,2557.700622152549,11500.348360655738,2567.562975926218,4029.1762295081967,2850.693977613265,10650.856557377048,3294.5473021102002,4289.274590163935,3099.2860193340903,10232.938524590163,3145.426758014305,5232.6557377049185,3419.1230538147406,0.05327868852459016,0.0,0.020491803278688523,0.0,0.004098360655737705,0.00819672131147541,0.028688524590163935,0.0,0.0,0.0,0.0,1.0,0.0,0.8852459016393442
BOTTOM,PLATINUM,0.20893665777681494,0.13461892134855938,0.18644796159576119,0.08860903782864066,0.24354615834306337,0.12866972475597363,665.3757788910376,269.17876238811743,107.20095934497257,67.44274032590106,337.73487041724,142.72798656104442,0.71018443006379,0.2812698082496888,594.5089201979508,156.58067430538247,407.978660284165,71.27180481385959,6.4476143397657655,1.0119326608644703,0.47821982695990545,0.3660238000247316,0.048142688162551704,0.10605754283645254,0.05462207354123044,0.050455616260569006,0.3031794674655263,0.08289369983904298,0.12110715133663921,0.0930699836474664,0.4950438979513243,0.14121960966550579,0.2003708728996498,0.07389302629683882,0.4524828161198783,0.2063808781086738,7571.196551724138,6962.488666797396,7823.579310344828,6965.4281061037855,9522.04827586207,2441.8622022879213,5191.08275862069,2321.7250656192136,12405.072413793103,900.5709866548744,2562.0758620689653,1326.858785417486,12144.675862068965,1572.9806712572497,2596.0827586206897,1503.013487398008,11894.110344827586,2110.9924661007526,2960.806896551724,2275.4185402945736,11761.003448275862,2616.6934528686475,3105.3758620689655,2386.3907844034957,12032.341379310345,2289.2143022904693,3084.948275862069,1925.852303319538,11954.4,2143.993329406552,3323.5793103448277,2692.2816018744975,11797.427586206897,2409.744671236197,3342.0310344827585,2604.6526036853243,11996.96896551724,2213.888153638073,3116.9896551724137,2113.9710258569085,11723.46896551724,2357.6948129928646,3298.5310344827585,2678.7538536371885,11751.503448275862,2659.079839608746,3700.396551724138,2943.2763053571184,11580.51724137931,2446.5175054648594,3410.520689655172,2481.2607078383558,11437.251724137932,2827.241598106317,3670.5275862068966,2759.9752319981585,11113.162068965517,3216.999875436158,4171.127586206897,3116.616046102109,10607.96896551724,3148.873172826924,4385.237931034483,3082.9040765598047,0.06551724137931035,0.0,0.017241379310344827,0.0,0.013793103448275862,0.006896551724137931,0.013793103448275862,0.0,0.0,0.0,0.0,1.0,0.0,0.8827586206896552
BOTTOM,GOLD,0.2260636851408477,0.15910601187558318,0.19194841900247583,0.0935209208359409,0.26750685470981633,0.1261128724365857,671.0230348437487,268.69105603744583,105.29153058936645,68.94890939910157,329.1923610063513,157.35394185193834,0.6680631120720742,0.28344103679895527,603.3500556035266,152.12793180566698,405.9799134288052,78.20068602133493,6.11226790361193,1.0094234488351925,0.4513990415123253,0.3796623966289145,0.07143553291326658,0.13548342936238367,0.05362765833850876,0.054261768388460314,0.2934951481768906,0.0903711270902177,0.10033376864007476,0.07958304919366449,0.4935088716167233,0.14592936306073087,0.19653076856512788,0.07734351035249072,0.493570539850664,0.22971244339184693,7119.177257525083,6970.286716105438,7366.799331103679,6974.5025475011635,9327.314381270902,2836.8590891048466,5016.872909698996,2684.4685669885503,12420.6254180602,655.0298216655614,2470.6889632107022,953.4002625600607,12019.745819397993,1774.8241548990145,2561.6020066889632,1596.9533804901905,11987.581939799331,2171.912237543727,2998.030100334448,2181.591710588482,11942.046822742475,2134.852027426802,2977.923076923077,2347.1486966381353,11700.066889632108,2705.2148773107683,3120.6755852842807,2536.577610005878,11757.508361204013,2568.3976690417803,3057.040133779264,2374.2116540548036,11546.85618729097,2663.448839542303,2881.648829431438,2251.1603615870727,11867.799331103679,2414.1398581894296,3119.9297658862874,2405.9429199332203,11642.217391304348,2773.0656084358725,3311.923076923077,2768.56354659102,11481.8127090301,2727.2764726175033,3257.8026755852843,2663.7752763094304,11601.722408026755,2898.768844172619,3506.1672240802677,2572.434685964448,11246.123745819397,2948.1088526008057,3696.8896321070233,3013.4417664398893,10899.943143812709,3182.2935041288943,4020.685618729097,3119.199949290129,10312.879598662208,3306.7080041003087,4796.909698996656,3474.907508093552,0.046822742474916385,0.0033444816053511705,0.010033444816053512,0.0,0.0033444816053511705,0.010033444816053512,0.0033444816053511705,0.0,0.0,0.0,0.0,1.0,0.0,0.9230769230769231
BOTTOM,SILVER,0.2276543667921334,0.14485930691368562,0.18794327910346256,0.0932335245520611,0.24788533643703328,0.13201902940882326,680.4382182770412,291.9448452027103,111.25491759196346,80.45882132553731,319.9076833345384,139.71058222957237,0.6661735108680956,0.28495255387520135,611.202089408625,164.712441177976,399.45053234769034,70.55862454593773,5.877589324215951,1.0191989666932215,0.4729876712931581,0.40034587921784204,0.06467607360127435,0.11497487847011242,0.048737191896974445,0.05422118943255911,0.2930411110652649,0.0878148044537235,0.0877397069817867,0.07300538581838985,0.48371190450308965,0.1510478970337082,0.19272182340563862,0.07767756413836963,0.4755397032291667,0.2201099089947032,7479.520900321543,6964.693341004986,7728.858520900321,6970.685911030683,9588.012861736335,2428.3670206397583,5066.713826366559,2525.9084763196984,12263.726688102894,1399.0502144236982,2460.3247588424438,918.5696458034492,12101.501607717042,1628.3390743719317,2597.6881028938906,1608.8880038268674,12161.922829581994,1830.917927855218,2948.282958199357,2158.451385644928,11844.800643086817,2540.1051753941415,3061.6495176848875,2446.7426382961116,11949.324758842444,2149.4024662527513,3009.948553054662,2356.9654473337782,11919.430868167203,2192.3609929551244,2990.4887459807073,2288.6024822251534,11632.170418006432,2578.252752924118,3128.2282958199357,2530.1624242080156,11984.720257234727,2333.0986944974575,3488.2218649517686,2994.9024356403083,11807.347266881028,2460.087352563422,3247.887459807074,2659.3737469568896,11602.443729903536,2774.5086555799353,3072.054662379421,2524.2805772113084,11804.681672025723,2432.641399587202,3505.707395498392,2656.0866547106907,11539.543408360129,2714.714176818494,3588.1189710610934,2872.563664808993,11371.549839228295,2751.0249567807664,3950.032154340836,2994.362516936407,11131.578778135048,2847.162440169066,4444.742765273312,3351.144752613901,0.03536977491961415,0.0,0.01929260450160772,0.0,0.00964630225080386,0.00964630225080386,0.006430868167202572,0.0,0.0,0.0,0.0,1.0,0.0,0.9196141479099679
BOTTOM,BRONZE,0.21670741089621373,0.15401200860870298,0.1882173135106715,0.09106781398125807,0.23232213088768025,0.1204086124331158,633.4971756607324,322.5226190271043,96.7205655038455,70.67865788657012,315.0519695013223,146.77603749730628,0.5678949194505508,0.25085582131903505,602.2980843373679,158.87608654960772,390.8667277283453,79.59080741024242,5.677915160781398,1.1669918627185993,0.4520280428512987,0.4442871268107171,0.08239999314790265,0.1609686015626313,0.03834325867195473,0.047917778356100255,0.27054366520811257,0.0884012339164388,0.06733933465944103,0.058890391289878295,0.4819204071310538,0.1759773272233495,0.19728602417905405,0.08132301715500884,0.449029541783894,0.22034017724697508,7751.4093959731545,6949.963684243393,7997.395973154363,6955.273980151582,9812.862416107382,2254.9466143419427,5032.476510067114,2136.3599634391576,12334.429530201342,1027.9045944476788,2392.6677852348994,701.9058281697392,12124.409395973154,1621.0432148952364,2470.6140939597317,1227.6262477278888,12156.81543624161,1801.9528247588898,2930.3825503355706,2265.634462233959,11924.885906040268,2263.261592800043,3122.758389261745,2620.9150653562847,11905.043624161073,2284.4142795876865,2893.211409395973,2042.785812980525,11850.872483221476,2322.7444054200864,3063.288590604027,2307.4196668852087,11907.620805369128,2297.0426164207797,3102.201342281879,2543.954522495134,11953.976510067114,1891.581132614868,3070.308724832215,2412.0824745360646,11964.305369127516,2129.434700922515,3238.6342281879197,2576.777184198569,11659.691275167785,2356.5923777793637,3155.3691275167785,2431.802436234352,11351.926174496644,2733.105301140817,3372.1510067114095,2666.0126408857514,11442.151006711409,2735.1107045868885,3918.6442953020132,3221.451458997603,10959.76845637584,3197.4463932628373,3706.8557046979868,3069.7416943478897,10556.98322147651,3398.0433401893324,4022.6879194630874,3218.6460712398066,0.026845637583892617,0.0,0.010067114093959731,0.0,0.016778523489932886,0.016778523489932886,0.013422818791946308,0.0,0.0,0.0,0.0,0.9966442953020134,0.003355704697986577,0.9161073825503355
