position,visionScoreMean,visionScoreStd,csPerMinMean,csPerMinStd,deathsRatioMean,deathsRatioStd,killAssistPerMinMean,killAssistPerMinStd,damageDealtPerMinMean,damageDealtPerMinStd,damageTakenPerMinMean,damageTakenPerMinStd,killsRatioMean,killsRatioStd
top,19.504545454545454,9.388858512940041,6.050393577462484,1.0157096265302374,0.19986272068484526,0.07623846420534769,0.3746932989293933,0.17220105777614345,610.8477860821836,196.41068614891725,857.5197214794372,206.42581670782639,0.4049701023318895,0.16122459921456558
mid,20.93362831858407,8.103772626178161,5.835553074943291,1.129114828457291,0.19951560992009876,0.07157357561588391,0.45321907918917503,0.19587543757441442,634.9667338196689,213.66643765290044,726.1769691165272,188.89386718028675,0.49210835446703705,0.15760129265572406
jungle,25.67142857142857,9.40180390189596,1.136943586500968,0.5290360338956797,0.19014175609645714,0.07220905211928774,0.49700620017637137,0.19852715508166965,485.9632543648568,194.11652609988533,972.5085720478481,173.05453552882207,0.5384978461442904,0.14915075589686433
carry,21.71559633027523,9.902372981087732,6.364330068147441,0.9000831080538864,0.1896435346608628,0.06567341564730747,0.47643993040665056,0.20449541000161056,688.1250553731687,256.2704476501256,599.7443344521741,142.6328117985987,0.5085235628256789,0.15340176467892794
support,55.943396226415096,22.41036075077109,1.0104245680195094,0.40660608126735026,0.208711545889135,0.07321317308406637,0.49870459051037586,0.1966753221488289,319.77282703706885,139.56050855797673,562.2787952171101,185.61113041363248,0.5367054173448884,0.13350965856634403
