account_id,summoner_name,tier,match_id,team,position,playtime,spell1,spell2,kills,deaths,assists,totalDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,goldEarned,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,visionWardsBoughtInGame,wardsPlaced,wardsKilled,killsRatio,deathsRatio,xcor_0,ycor_0,xcor_1,ycor_1,xcor_2,ycor_2,xcor_3,ycor_3,xcor_4,ycor_4,xcor_5,ycor_5,xcor_6,ycor_6,xcor_7,ycor_7,xcor_8,ycor_8,xcor_9,ycor_9,xcor_10,ycor_10,xcor_11,ycor_11,xcor_12,ycor_12,xcor_13,ycor_13,xcor_14,ycor_14,xcor_15,ycor_15
ba2Oia2l_htJu0eZReIBc8o238a11IowwMKX6Ve9W3oY,HenryPerzig,DIAMOND,4570733207,100,JUNGLE,1438,11,4,8,2,16,15468,0,1,19554,33703,3107,34,16,20868,12684,31,144,24,414,4,12,6,0.7272727272727273,0.18181818181818182,560,361,2800,1277,7929,7913,3292,8897,4314,9693,4343,1457,8726,4656,7107,3974,5994,8795,2850,8325,9463,3616,7934,9421,8480,4773,8532,2368,9724,6306,3735,8256
DnZDkUXIwfiNh30Aqy31mUpeHPRkcpo31qwpKeoYEggW,속좁은 김민룡,DIAMOND,4570733207,100,TOP,1438,12,4,6,1,8,12715,0,1,25104,4983,4317,24,43,23137,10601,157,5,3,330,5,10,5,0.42424242424242425,0.09090909090909091,560,581,4158,10316,2383,12548,1452,10915,1283,11174,3067,12097,3944,13967,1467,11490,2227,12524,1923,11615,3859,13034,2008,11912,5378,12509,3782,12956,7914,5208,3411,12881
Tc77cANTkz-jQx6AITQqxfuPP5Yx5pcQEsEM0weFH0HdjE4,kkkk01,DIAMOND,4570733207,100,MID,1438,14,4,8,1,9,11744,0,1,11857,16356,3798,22,8,9897,11772,164,16,0,100,3,6,4,0.5151515151515151,0.09090909090909091,351,293,6499,6869,7104,7243,6851,8272,7721,7765,5142,4668,7614,7262,7384,7554,7489,7680,7455,7244,7452,7076,11895,1781,12678,2413,13167,3210,10698,4754,7432,5030
rv_nAelYczNtdvAsetPmNrcSbJN26VOprtm6TyfeWgR-,MtmX,DIAMOND,4570733207,100,SUPPORT,1438,14,4,3,5,6,5563,0,1,10897,4456,0,38,14,12793,6424,27,4,0,35,10,20,5,0.2727272727272727,0.45454545454545453,311,649,10298,2985,12938,1889,13170,2800,12070,2896,11751,3138,11002,4293,13304,3004,10772,1223,10707,1080,10430,1544,3556,889,10642,5591,6082,11418,9340,5800,4950,9759
qQ6btPYVYfalh7i8PGbChtNwxBQ2U_sfFE2zCpTQVnSY6sc,hzxazxnxznxza,DIAMOND,4570733207,100,BOTTOM,1438,7,4,8,2,8,11955,3603,3,5813,8278,2658,11,2,10421,10533,170,6,6,27,0,5,3,0.48484848484848486,0.18181818181818182,221,471,7087,4299,12237,2052,12971,3079,12217,3090,12085,2466,11951,2145,12910,3214,10719,992,10558,1327,10792,1382,1442,867,8179,7381,6530,11362,9438,5819,2555,3210
-qPbafCvlp9cWHK-Pdz9ilT5-HFA-OvE8Az-0L3aHAZh,VAG Min0r,DIAMOND,4570733207,200,SUPPORT,1438,14,4,0,8,7,4970,199,3,13474,317,317,40,14,12908,4965,21,0,0,62,9,20,2,0.6363636363636364,0.24242424242424243,14237,14579,11596,7142,13310,2798,13478,3995,13324,2672,12045,3024,12302,6329,13618,3606,11853,2308,11814,1617,12185,1372,13929,13747,12894,5091,7996,10613,10735,5468,5872,9072
rb6Tfbn4U4GgyfHWvh0-5Fa_g_sfw2DJ0w23Xa3Xg1Na,짱하지,DIAMOND,4570733207,200,JUNGLE,1438,11,4,3,6,5,12208,0,1,8237,5482,132,22,16,20465,7356,27,96,0,149,3,8,5,0.7272727272727273,0.18181818181818182,14486,14291,11566,6895,10331,8933,3779,9743,6377,9603,10488,4841,6883,9546,11426,7560,11910,7265,11867,3956,12305,1317,10257,12057,11794,7606,13218,4831,9190,5876,12010,6851
QHntKRyQYVAu9yDTWyNhtjBy7SRgu9AJUYvGi8tOsbvwRtk,chlrhwnsgur,DIAMOND,4570733207,200,TOP,1438,12,4,1,5,4,15015,0,1,7527,1622,337,11,21,16632,6672,128,2,0,38,1,8,1,0.45454545454545453,0.15151515151515152,14277,14223,6930,9616,2895,13182,2569,11993,5753,13196,4358,14039,4290,14035,2866,11533,3880,13407,7795,13569,4171,13981,2008,11912,5167,13187,4227,14047,10673,10056,5899,10672
3iV0RMVpntAPmQBL-OFbiRlqgEseFNbNW-PUkCkGtIQswWg,맬 돔,DIAMOND,4570733207,200,MID,1438,12,4,3,9,2,9239,0,1,9196,778,650,23,23,15482,8089,113,0,0,105,3,9,4,0.45454545454545453,0.2727272727272727,14486,14511,12923,12756,7831,8059,4592,9245,8584,7923,7463,7339,9323,9091,8456,8180,9073,8367,8372,6964,8145,7944,9901,9914,10012,8784,13881,10921,9361,5814,13310,4057
hEt7qDS-SxMeUjp1e07jwVT14EYvGmnaPWCJuU8N-JPv,그만잘해 김정록,DIAMOND,4570733207,200,BOTTOM,1438,4,7,4,5,6,10679,2254,3,6168,1372,1372,17,4,12967,10004,178,4,0,62,3,7,6,0.9090909090909091,0.15151515151515152,14147,14401,11647,7079,12792,2967,13337,3942,13482,3220,12588,2905,13801,6993,13442,4000,11838,2413,12147,2395,12301,1547,14105,13825,13655,4352,8128,10450,9512,6126,7793,8224
8ZfZrQFdcS-9SAxwzkqzORnYpb8sRnTKpvMpIxo9oEJHJftijrxTKEbb,오드아이 조이,DIAMOND,4537133356,100,MID,2410,14,4,10,6,19,48764,11983,8,15598,15172,5697,48,37,25489,16297,199,16,0,179,3,15,5,0.6590909090909091,0.15789473684210525,351,293,2402,1745,7425,7112,7648,7767,7846,7618,7546,7515,10057,7713,5063,5211,6417,6429,3544,9236,7063,6644,4852,9155,7003,7055,5172,9477,11095,4642,7722,6847
LYbU4D782oi03w-tQ8TA1rP6FSsnsnv5yruOJu76Ac3X,GGHOST,DIAMOND,4537133356,100,SUPPORT,2410,4,14,4,11,12,9791,5104,9,44148,1904,0,105,66,32124,10287,34,4,0,283,16,53,10,0.36363636363636365,0.2894736842105263,311,649,1633,732,12219,2855,12884,3166,7628,7143,11129,1150,13170,3392,12774,2889,2134,850,5608,5286,13191,2006,12388,1291,12461,3243,11586,4015,3407,1888,719,600
u37GKOU9YB-ysoR7S4emAEg9LjEseIkgfI8hOMC2EwAT-K7G7kjsYm68,쥐 송,DIAMOND,4537133356,100,JUNGLE,2410,4,11,14,7,11,23540,0,1,11935,43435,5525,66,14,35291,17980,29,185,19,485,7,18,10,0.5681818181818182,0.18421052631578946,221,471,7455,4674,3692,8370,2915,11304,5830,12698,5828,3953,13434,3644,7075,3131,2850,1945,1887,7545,3561,7953,3940,10416,9572,2625,10468,4958,2942,2346,2654,8077
MpusyImLeClv3mgVi-pFQhustW_9C7jvdA7SE4-Uvp4fjAm4yt35xYlh,무제짱,DIAMOND,4537133356,100,TOP,2410,12,4,10,7,10,36053,0,1,15070,16970,11372,42,9,26363,18699,284,25,14,172,5,18,7,0.45454545454545453,0.18421052631578946,560,581,3559,5200,1831,12120,2837,12473,2753,13227,394,461,1431,11859,2047,12406,1210,10593,1654,10557,1936,11682,3798,10407,394,461,3448,13150,1838,12960,1726,11980
6Lx2Ck7wXK2B5xz4gaYbPBXrW24Z0VfEj4PAOqWrwTR0Oic,수정냉커피도둑,DIAMOND,4537133356,100,BOTTOM,2410,4,7,6,7,18,28478,5716,4,17892,24278,2659,53,8,26521,14939,203,40,10,324,1,13,10,0.5454545454545454,0.18421052631578946,560,361,9235,3647,12307,2355,13004,3169,11059,3302,10520,1227,13378,3270,13016,2712,3608,720,9761,1264,11823,1748,12111,1827,13115,3299,11857,2816,10672,1750,7801,1472
kJWUF1mubeEx8yoAt1QWRtMpoDvyEHxG0lRHSmeyAGVK,경주대 20학번,DIAMOND,4537133356,200,JUNGLE,2410,11,4,19,9,8,41165,0,1,17473,36379,541,30,19,40363,20210,93,171,5,255,11,10,4,0.7105263157894737,0.20454545454545456,14486,14291,6932,11396,6394,12586,11980,6661,11830,11293,5079,12452,11938,7614,6463,11386,7740,10947,4215,9383,13169,4707,4196,9774,6994,12649,11435,8289,7027,4632,4555,12192
bQ23HHNdOq0S5XESPBiOIK2Y1lILBjM5K-6INZHupO8e723QBRdbSrFc,19980204,DIAMOND,4537133356,200,BOTTOM,2410,7,4,5,8,14,26756,7550,3,15568,20322,3210,27,1,30192,16412,262,24,0,36,4,13,9,0.5,0.18181818181818182,14147,14401,10019,6465,13523,3446,13162,3765,13350,3014,14340,14391,13527,3997,13103,3732,12731,2367,11110,1218,13544,2449,12069,2272,13768,4653,13325,4546,10890,1437,8102,6821
rpOQ0XbKGGMQJcAins2qDiZn7o9QilzP0qPfY4JZ6u4R6Co,뒷모습예쁜여자,DIAMOND,4537133356,200,TOP,2410,6,4,1,10,11,8166,0,1,38678,5787,1344,17,15,43414,11603,200,0,0,55,0,8,3,0.3157894736842105,0.22727272727272727,14486,14511,6322,10152,2674,13064,4145,13730,3613,13722,14340,14391,2206,12455,2860,13097,1518,11556,3590,9900,2339,12728,5410,10334,4383,13514,4149,13442,2728,13012,2755,12537
_HbfX_-HDLrtm9CbzeSaWtjMZ-BdTCjiRT-uAmEdGNOg,로드서데,DIAMOND,4537133356,200,SUPPORT,2410,4,14,3,9,23,11810,0,1,43823,3020,1502,100,48,32345,10232,40,0,0,130,10,52,14,0.6842105263157895,0.20454545454545456,14237,14579,11742,5919,13193,3660,13062,3304,12825,2794,14267,14015,13994,4374,13364,3890,12903,3331,10989,1376,12736,3222,11935,1851,13446,6396,12996,3647,14162,13548,7964,6461
6Wm7SMhF0kxVvDs7-6bmuR0BVlzYFbhvo1WZSObQZgCQzmE,BOSS Dia,DIAMOND,4537133356,200,MID,2410,4,14,10,8,11,25173,0,1,15909,3509,0,20,9,31198,15327,197,24,0,201,4,8,4,0.5526315789473685,0.18181818181818182,14277,14223,9225,9270,8132,8404,8450,8426,8750,8728,9033,9303,10308,7958,12370,12127,7137,7588,6063,7345,7391,7893,4890,9333,7537,7858,14280,14356,7111,7410,11619,10755
SIWZjr2qEEZBUyHgZLnhK4n7oG30WOuPMP3kVPFQkhko_5pEuZXTocPN,이 게임 접고싶다,DIAMOND,4570769770,100,MID,1662,14,4,4,9,1,9142,0,1,11804,3571,3204,28,3,23083,10011,180,4,0,81,4,14,6,0.2777777777777778,0.3333333333333333,351,293,7671,6094,7142,6694,6861,7399,1224,965,6980,6953,7539,7031,6937,7254,7270,7005,7345,7282,1314,1986,574,669,8188,6688,7706,8177,6597,6582,11071,5202
vy9UKwWFk8LqyNqxV7nezXGcyZUxXmU3AST20Q8VHUc,19971007,DIAMOND,4570769770,100,SUPPORT,1662,4,3,1,2,6,4188,0,1,5438,805,477,41,13,9210,5944,8,0,0,139,10,27,5,0.3888888888888889,0.07407407407407407,311,649,11316,4963,12213,1804,13079,2619,11306,5365,11838,3479,11833,1914,11959,1357,10781,1676,12511,3224,11585,1759,685,617,10866,1759,10974,1748,6213,6096,11971,3711
MiNRe4zgH0hCDbYzsmzvgGpFfhGXHFcU8AdeRM3Eeqs0,핵 철 퇴,DIAMOND,4570769770,100,TOP,1662,12,4,6,7,4,15995,0,1,26483,11969,1028,23,7,20826,10296,172,4,4,115,2,11,2,0.5555555555555556,0.25925925925925924,560,581,5232,9147,1890,12337,2408,13048,3510,13640,2230,13380,6181,10640,4263,12625,755,2788,3547,13246,4785,10703,1517,4512,423,608,6231,11414,5567,7574,8251,6335
1qg0WVtYxahHyiX9TjvQ5FYZVu1Ochi3PXwglTB_Dhrt,약한 벨코즈,DIAMOND,4570769770,100,JUNGLE,1662,11,4,3,7,7,12998,0,1,10388,5532,583,30,24,20508,9755,43,104,4,117,5,5,9,0.5555555555555556,0.25925925925925924,560,361,8148,6184,3061,7555,3076,12069,8651,4753,9425,5633,6683,8389,4034,12432,3188,8236,6240,6029,10695,4836,1558,2801,8675,5374,10584,3091,394,461,1365,10778
UasdmuGoAF5u7fQ2dZFQr-5LcULfsWUE7Vqf3mNUitUo,비대근,DIAMOND,4570769770,100,BOTTOM,1662,4,7,4,2,3,19816,3039,3,6550,3806,1232,28,16,10313,11446,241,12,0,44,1,9,2,0.3888888888888889,0.07407407407407407,221,471,11881,4078,12170,2181,12965,2828,12100,3521,11935,2938,12364,1883,12227,1886,10808,1520,12893,3333,11710,2153,1407,612,11048,1450,11146,1732,12292,1972,11008,3302
m1rXXfigIQ0up47GBnsQMjVwQkX8CxbmoeugTycgA46wdn0,다이아 즐겜러,DIAMOND,4569020521,100,TOP,1787,12,4,5,5,4,17370,0,1,25645,16479,13114,18,8,34551,13585,217,12,8,102,1,6,5,0.3333333333333333,0.22727272727272727,560,581,7024,11326,2302,12874,3075,12871,1175,11205,1235,10968,2399,12376,1322,8891,2699,13249,4105,13829,3313,10691,4375,13487,4827,13588,5647,12963,3855,11154,7726,13423
AnDe1_IU_ziCkjcOyB9Qn_Yep5nGIst8Ho7C4TycUqFowW0,안발림,DIAMOND,4569020521,100,JUNGLE,1787,11,4,5,4,3,16612,0,1,16017,32692,395,23,12,29641,12035,41,185,23,323,2,9,5,0.2962962962962963,0.18181818181818182,560,361,6887,11387,6015,9425,7360,3917,11764,7355,9188,2131,3145,7572,10673,5324,6332,4907,2758,8225,11017,3819,4479,9911,7466,7872,2299,8542,8613,4669,11695,7181
Es-91G8P5W5ajSEYfxu-jbq2gmcgDYf4mcjg-MkStI16YEo,핑찍으면PTSD옴,DIAMOND,4569020521,100,MID,1787,4,14,9,6,3,17209,0,1,15555,11888,2466,17,23,25547,12144,146,8,0,141,0,9,2,0.4444444444444444,0.2727272727272727,351,293,6878,11463,6339,6674,6627,6893,1353,1161,7898,8374,7875,7933,10811,5043,7419,6107,8048,8289,7564,7394,7549,7757,2019,1884,6785,7411,7259,7195,9726,9132
5POKOco9rmw_Cg10wZa9S-7MKwe4fYlG_GeCVCwpqf50hyk,민지현공주,DIAMOND,4569020521,100,SUPPORT,1787,4,3,1,3,15,7033,6534,3,9798,5488,2598,57,25,19395,8838,37,0,0,163,3,23,6,0.5925925925925926,0.13636363636363635,311,649,10316,2816,12486,1601,12479,2252,12320,2201,11037,1219,10945,1338,10944,4464,6844,4148,10732,2172,11479,3701,12844,2513,13123,3636,13566,3949,12486,3270,10114,5806
nuSlecE4znHle_6HDHr36Sm1O80c1tZMT6SD4vD6mrf-,현종아 던지지마,DIAMOND,4569020521,100,BOTTOM,1787,4,7,7,4,8,19126,2593,2,11672,20111,7837,24,7,15112,13084,190,25,8,249,1,7,3,0.5555555555555556,0.18181818181818182,221,471,7667,2418,12001,2069,12274,2601,12158,2519,11254,1529,11043,1515,11457,4221,8143,1795,11186,1384,12573,3224,12753,2873,13446,2977,13436,4182,13620,5300,10236,5556
8Cp67G9mR2-byQYOjalPm7utjopF5TyonPTjdgmKE7ng,할수있는데까지,DIAMOND,4511235378,200,TOP,1493,7,4,6,1,11,15110,10737,3,18104,10654,3901,27,19,19714,12403,160,15,9,144,4,11,6,0.7083333333333334,0.09090909090909091,14277,14223,7399,7186,7251,7231,4399,8106,8650,5728,7684,7752,7394,7427,7293,7166,8169,8090,2397,13143,7150,7089,3070,9672,1148,10753,6962,6690,9666,4399,8987,2257
-ga1iwn6u5gHL6tzPeedsvDcfgpPYIDVkg2ArVbPyGAGe8E1BtTXwdNv,신동국과,DIAMOND,4511235378,200,MID,1493,4,14,5,6,5,13696,0,1,12397,13183,4933,20,17,18428,10618,149,16,0,31,3,6,1,0.4166666666666667,0.5454545454545454,14486,14511,3051,11142,3534,13552,2470,12841,4452,13205,10749,14017,3519,9806,3980,13670,4926,13666,9568,14067,4735,9959,1438,9245,6740,6566,6837,6467,2546,6276,2252,12153
m700187IGN32nfNhZWDjw_qeWRDHa_eyj3zPod3D_WkX,gem2,DIAMOND,4511235378,200,JUNGLE,1493,11,4,6,2,10,9160,0,1,18198,32720,1760,22,12,16671,11190,12,144,16,325,5,8,3,0.6666666666666666,0.18181818181818182,14486,14291,11426,6888,12494,6597,3478,9892,9952,6527,11499,6164,6904,7429,8671,3723,11563,6503,7662,11713,5098,10209,2969,10982,10004,9078,8030,4849,10069,4473,8670,9054
1vLIjyvPwpDgxDd0jk9MOZCPq70ljNY1r9GXN4RqEGfL,XmasX,DIAMOND,4511235378,200,BOTTOM,1493,7,4,4,1,5,13488,597,3,6320,13367,8523,18,5,5105,11567,222,20,4,122,4,10,2,0.375,0.09090909090909091,14147,14401,11005,5433,12842,2394,12089,2151,9524,5324,13815,4165,13315,5956,10409,1274,13371,5452,11167,1196,13434,6216,13530,3711,13037,2592,10686,1236,7033,7083,7276,7198
hy9L5x08wejFCy6YHG9tMMddV6iFb02GVh_zXyGcpWJ2,놀리지마세용,DIAMOND,4511235378,200,SUPPORT,1493,4,14,3,1,13,5374,0,1,10836,5660,2384,67,24,8161,7934,28,0,0,111,9,33,7,0.6666666666666666,0.09090909090909091,14237,14579,12433,10620,12521,2510,12010,1568,8750,5669,13441,7126,13266,4467,9738,2485,13251,4735,10868,1310,7625,9996,3302,10663,14037,13709,9423,2117,7275,6331,8511,5569
juzXdL97XTUC9RcIXPsPsXvM3ANQqYBPil6H6RpIHIdY,미용실냅킨약탈자,DIAMOND,4505896794,200,MID,1981,4,6,5,5,5,40338,0,1,20163,9985,940,21,6,42132,12318,213,16,0,111,0,11,2,0.47619047619047616,0.1388888888888889,14277,14223,8694,8621,7941,7456,7055,7265,7902,7271,7875,7515,8338,7840,7240,6593,7981,7637,8238,7791,10146,10718,12022,2535,8611,7896,10810,10349,8087,7725,8455,8047
NXsfjpTrsFHqu9R2ma-lUqUOyLtL9MwkckoZVD6bdXi0cQU,gilliter,DIAMOND,4505896794,200,BOTTOM,1981,7,4,7,10,4,35565,3227,4,16634,5664,5408,40,26,22657,14314,227,40,0,236,1,11,10,0.5238095238095238,0.2777777777777778,14147,14401,11003,5434,12496,2794,13228,4360,13889,8946,11468,1505,13119,3079,12625,2620,11460,1712,13626,6461,12789,2392,12005,3296,10385,2842,12719,3205,13445,4457,8040,8261
-5aWqpA3C66odJqmiW5ufGIIPXsMx_f89ftO5CxRuJi_,yfuydehdc,DIAMOND,4505896794,200,JUNGLE,1981,11,4,6,7,8,17036,0,1,30312,22592,442,27,191,36271,12061,24,163,30,626,5,6,8,0.6666666666666666,0.19444444444444445,14486,14291,8715,9889,3691,8502,3408,8426,10844,5103,10118,5469,11309,5656,7435,10954,3318,7872,1357,11538,14028,13803,12812,1904,9480,5560,6579,12281,4789,7277,9397,8689
wWj8cjAaQ35JQqzH_8RdvVpIhFGmyKsj723GQpVIK5je,와나엄청대박,DIAMOND,4505896794,200,TOP,1981,12,4,1,7,3,15206,0,1,27823,7939,7939,15,19,32696,12068,238,8,0,53,3,6,2,0.19047619047619047,0.19444444444444445,14486,14511,6381,9404,2475,12023,2907,11230,2027,11961,1733,11270,1997,11604,3046,10944,3537,13929,1835,11423,11720,11158,1578,11470,2473,12652,13051,2512,13270,3924,8644,7728
N8yFjZEiFrORmBEu8Ft1EyBWvCr2Twkip4Pzq_xW-WrA,아 리신이,DIAMOND,4505896794,200,SUPPORT,1981,4,14,2,7,11,9792,3276,5,28959,1436,596,81,53,23523,8072,43,0,0,149,10,28,11,0.6190476190476191,0.19444444444444445,14237,14579,11094,6415,12643,2529,13833,3929,12674,2171,11318,5884,13049,2773,13147,2862,11658,1445,8909,7280,13372,3079,12649,2032,10640,3158,13041,2350,12166,9266,6936,6342
exT5EQjqUSVBIfDzHkUAbE3MYM42O9DTV_3z009ldN70Ucc,멍멍국 댕댕박사,DIAMOND,4530381051,200,SUPPORT,1623,3,4,2,5,17,3420,1811,5,9982,987,266,47,38,11700,7170,24,0,0,191,5,25,1,0.7307692307692307,0.16666666666666666,14237,14579,12155,5030,11911,6862,13422,5753,13202,2918,12839,3362,13464,3125,13351,4408,14013,4506,11847,1968,13193,3800,12348,3254,12939,3417,13439,2735,12221,9019,10121,5940
SqFA2UJXKOdXmFoAL_ArUne0LOzFX1JuAsXbEzq2S7db_nY,줄무늬곤충,DIAMOND,4530381051,200,BOTTOM,1623,1,4,2,6,13,19832,0,1,10272,4954,2170,13,16,17052,9429,151,4,0,82,1,8,2,0.5769230769230769,0.2,14147,14401,12647,7293,12260,6394,14071,4438,13140,3191,13033,3313,13355,4072,14340,14391,13628,4359,11563,1788,13642,4266,12417,2102,13493,7331,12848,2296,13685,8170,9991,6107
0Yy-3uT7q2hNuxp0B86ku4Ep8JMRBnZezj_rL2YVrYgi,마스터좀보내줘,DIAMOND,4530381051,200,MID,1623,4,12,5,6,3,16627,0,1,10153,6264,955,22,29,14711,9766,196,4,0,385,4,12,2,0.3076923076923077,0.2,14277,14223,10222,7220,7408,7004,6812,6796,12890,12219,8365,8149,7599,7337,7234,6616,6674,9052,7241,7013,7562,7465,7920,7601,12988,2537,7547,7180,7973,7673,11157,1811
m4QAhEapn4Taqjrt3mQZKZxBVXL08dXVMESoB5MwaCYI,남 승,DIAMOND,4530381051,200,JUNGLE,1623,11,4,17,5,6,28490,0,1,27548,4667,0,22,25,25794,13076,15,93,16,245,2,11,3,0.8846153846153846,0.16666666666666666,14486,14291,12508,7242,11409,6904,4786,8217,4055,9967,7960,7387,13299,4104,13557,4778,4801,9279,12756,11161,5386,9215,6287,10187,12508,2423,8556,1393,11087,8474,10207,3040
6ouDcot6MHVHSRm85QXV6_VIIn3YAEoP2YwLiazirUFA,블라디혀누,DIAMOND,4530381051,200,TOP,1623,12,4,0,8,6,15210,5903,3,31698,3583,1853,15,47,29189,7738,138,0,0,386,1,9,1,0.23076923076923078,0.26666666666666666,14486,14511,10738,7579,7919,8579,2884,13435,1806,12997,3766,12897,1447,11650,1586,11966,2694,11942,4353,13612,2731,12361,1560,11454,1241,11022,7484,13660,2774,12741,1427,10926
ku5fvJwT3Ie2iVK2RchMdyfF3S8PGpjXZkkj8bcFiXzvc6E,화요화이,DIAMOND,4569229574,100,BOTTOM,1785,3,4,6,7,2,12876,0,1,24548,6683,1228,14,23,20290,11236,186,4,0,112,1,7,2,0.38095238095238093,0.23333333333333334,221,471,7874,3541,11821,2117,11256,1718,10538,1249,12817,3008,10299,1109,12927,3385,11012,959,13865,4213,10545,1474,10874,1398,4393,779,11151,1491,11517,3549,922,475
CcD1wKEOlH6OXaVBAgQwYMTS7FlfhZeLiTIf43Ujpx92,Dominate Jane,DIAMOND,4569229574,100,SUPPORT,1785,4,21,0,6,9,10415,4412,5,8528,1452,370,74,32,13251,6843,18,0,0,78,10,36,12,0.42857142857142855,0.2,311,649,6791,3072,11820,1941,11044,1633,10214,1110,12887,2632,9643,1151,11318,4184,11737,1541,13410,3988,10976,2109,11035,1655,10689,1567,10868,1535,11999,3663,8304,4960
shEydyshpYIbXNFRXnyN_2XU21PcofDtlm-sf5Iqu--4,떡떡떡떡떡떡복이,DIAMOND,4569229574,100,TOP,1785,12,4,5,5,6,17791,0,1,29312,12710,3059,16,24,29892,10954,185,6,0,271,0,6,4,0.5238095238095238,0.16666666666666666,560,581,5133,8534,2859,12804,2828,12856,1313,10560,1005,10847,3579,13141,1149,11087,394,461,2819,11506,3492,6645,1409,11895,2549,12833,996,9332,3395,13211,3899,11471
UHJ2VU4elJRt5ZBlyS4vyOOzX93TtCENOrMvJi1AFkiTph2trbLtv5Db,모두모두축복하길,DIAMOND,4569229574,100,JUNGLE,1785,11,4,4,4,10,28752,0,1,11708,26409,0,33,25,24225,11501,57,150,16,632,3,5,8,0.6666666666666666,0.13333333333333333,560,361,2562,741,8310,2313,7702,8005,3265,8367,10119,5444,1056,1376,9804,5724,9101,5548,5188,10113,3562,6584,1030,11316,5485,5978,2029,9819,11224,4208,7616,3199
YftteaQISJNYrifPEIzgTX9bdUw6RXYraAOBnq3kgilhkNM,IJIIJIJIJII,DIAMOND,4569229574,100,MID,1785,14,4,6,8,6,13799,0,1,16906,797,562,34,26,20556,10668,164,4,0,156,6,11,7,0.5714285714285714,0.26666666666666666,351,293,5583,5828,7284,7584,7717,8314,5841,6634,5674,7358,6557,6627,10283,7237,6592,7216,6564,9345,3772,6576,7402,7234,6749,4903,8457,4794,11271,4240,3816,10807
16uFx0xkLpQw9eGu-ugX_dhgBZsu5Lm_CdIPFr_Eecy0,호 우7,DIAMOND,4569229574,200,SUPPORT,1785,14,4,3,3,18,7000,4629,5,16992,4640,1982,61,22,17228,7958,28,0,0,67,11,33,4,0.7,0.14285714285714285,14237,14579,13861,13510,12776,2493,11853,1621,11458,1912,13772,9537,11369,1650,14011,4596,11944,2120,13504,7773,11789,2316,11178,1773,13772,10216,13284,2788,11508,4679,12055,5121
eOYh-XhUd228HXcaBROVY1-3UNKvepjaJDVL8IZ6OzA7Yvw,경험치만먹을게요,DIAMOND,4569229574,200,MID,1785,3,4,9,3,10,23330,0,1,19527,11844,4889,15,20,18760,14910,214,18,13,123,1,10,0,0.6333333333333333,0.14285714285714285,14277,14223,8994,8913,8251,8100,8946,8731,6726,7209,10992,10813,7104,7189,8418,8432,9437,5754,11296,11937,3766,6533,7783,7539,7050,6859,10684,11292,10296,5353,4465,11467
RFTOG9GjcakyoDB9-Okme_Jrecm2mH5lbANHFyVGL1G_,빡 씅 주,DIAMOND,4569229574,200,JUNGLE,1785,11,4,5,3,16,15612,46793,5,31504,19233,495,36,48,37006,12073,45,156,8,544,9,10,7,0.7,0.14285714285714285,14486,14291,8502,6578,12488,6458,6925,11489,4198,11343,11679,6916,7238,8967,4886,12276,11769,2460,8547,10046,14206,14193,9987,5666,14319,14348,12312,6340,11008,4512,4143,12064
FmbvKc2mMWbtMt3CRPZdaiz0TeSCHZcZKn5DLu0g8x2B,일라오이조아,DIAMOND,4569229574,200,TOP,1785,12,4,5,8,6,19783,0,1,20581,2872,1961,32,4,27004,10970,175,0,0,46,7,16,3,0.36666666666666664,0.38095238095238093,14486,14511,4339,12468,3023,13402,3386,13532,1485,11360,6375,13559,4031,13556,1948,11784,1568,11321,3172,13196,12274,14174,1216,12099,3234,13281,1303,10679,4500,13937,4028,11653
hQ5Ae6VlR4oDYYdIY9OZDppe_jhRkUf4UQs3HXIR93iomgTQ753_B31F,원딜서폿전용챔,DIAMOND,4569229574,200,BOTTOM,1785,7,4,8,4,9,19708,4334,2,8334,12999,6640,29,14,16346,14037,240,20,4,98,5,14,7,0.5666666666666667,0.19047619047619047,14147,14401,11363,5772,13173,2197,11931,1788,11768,1338,14035,9643,11066,1265,13607,4812,12150,2006,13902,7552,13707,3283,11226,1846,13642,7890,13613,3133,11557,3052,12701,2926
a_JZah80K4xiUc-BWy8P46vu0HfkP3o0wOsTPjrEefKorC8,오늘도1렝가,DIAMOND,4541397237,100,JUNGLE,1208,4,11,2,5,2,5756,0,1,8672,24251,0,12,9,18861,6710,13,91,4,205,1,2,0,1.0,0.21739130434782608,560,361,1698,723,8943,2257,2625,4010,4627,9255,4916,8366,9888,4530,7656,3313,4827,5663,4994,10267,9199,3492,1878,2638,9953,4704,5056,5745,1422,10689,1128,11211
igiSY32TjyB7umlyzpr2Dde0vJbHvfFGPYuDkdqpIG3G,팡현박,DIAMOND,4541397237,100,BOTTOM,1208,12,4,0,4,0,4904,0,1,4551,2694,0,5,14,10904,5499,131,0,0,138,3,2,2,0,0.17391304347826086,221,471,6919,4493,11734,1604,11802,1810,11197,1118,8486,1722,11204,1443,10587,1189,11199,1326,10235,1141,10107,3143,1169,615,10443,4809,1250,570,10372,4508,11341,5011
