account_id,summoner_name,tier,match_id,team,position,playtime,spell1,spell2,kills,deaths,assists,totalDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,goldEarned,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,visionWardsBoughtInGame,wardsPlaced,wardsKilled,killsRatio,deathsRatio,xcor_0,ycor_0,xcor_1,ycor_1,xcor_2,ycor_2,xcor_3,ycor_3,xcor_4,ycor_4,xcor_5,ycor_5,xcor_6,ycor_6,xcor_7,ycor_7,xcor_8,ycor_8,xcor_9,ycor_9,xcor_10,ycor_10,xcor_11,ycor_11,xcor_12,ycor_12,xcor_13,ycor_13,xcor_14,ycor_14,xcor_15,ycor_15
UJUnuiEaCmTp_4hkL8OmTVtNy3zVxMOy0GCaYUza07ha2t5k3hKGV21w,ililililiiiilil,DIAMOND,4568267186,200,JUNGLE,2406,11,4,6,11,10,17588,0,1,23036,23963,1934,35,19,37707,14163,29,160,8,170,8,7,8,0.5333333333333333,0.22448979591836735,14486,14291,14426,14170,7575,11164,11736,4061,11302,8548,9169,11188,5989,8919,9388,5663,7477,11105,10759,13390,10303,7399,8559,10557,7931,9832,3546,8714,10978,4877,10194,4927
Vxdb4lu0gjedbJNgcoiKz8XnVxXpxW-tEZMA_plnrfb6Amk,갱좀가자주현아,DIAMOND,4520184357,100,JUNGLE,1743,11,4,4,7,11,12625,0,1,38214,4483,0,21,26,38094,9437,65,89,8,329,4,4,4,0.7142857142857143,0.21875,560,361,6703,4456,6698,4730,8591,5319,3659,13467,4342,10124,2634,8397,8035,3465,11207,6024,8054,7968,6729,6618,1618,11804,3171,9353,7681,3795,6974,5608,2932,1681
0ofJvUmM_QYH5UNLUL8XN6GqCNiemXadLgHIhZYOQj45k0k,KaisaPickOpen,DIAMOND,4520184357,100,SUPPORT,1743,3,14,0,3,16,8600,13407,5,5547,254,254,27,11,7789,6591,9,0,0,42,3,20,2,0.7619047619047619,0.09375,311,649,6703,4456,11980,1771,9875,3242,10351,1165,10029,1433,8106,1400,8411,1410,11207,6024,13147,3279,4158,806,11627,1507,10847,1284,11494,3993,10824,2329,12441,1431
3uwyjXnIdG0D-Ow4-qgSZ3ifiqdohkr-L7er_xAxj-QQEE0,죽통갈기고싶네,DIAMOND,4520184357,100,TOP,1743,12,4,4,8,6,17137,0,1,26621,1945,642,18,18,32775,11414,192,8,0,124,5,10,1,0.47619047619047616,0.25,560,581,5089,5863,1864,12634,981,10677,3574,13663,1259,6507,1770,13073,2151,12200,4964,8441,1038,10677,1599,11553,13040,2102,1506,10921,2370,13344,1404,11065,1288,9172
AYbiRkJyKxB7Aeue32SjgzVNXYoUkQKauoymzLaFKQKz3Jc,앤 덤,DIAMOND,4520184357,100,MID,1743,6,4,5,9,6,19958,0,1,15681,0,0,7,19,17182,11414,210,4,0,394,0,7,0,0.5238095238095238,0.28125,351,293,5750,5396,7638,7314,6880,6914,6726,6644,7267,7739,6599,6292,7443,6836,6335,6185,7955,8000,394,461,6976,6723,6141,6010,6599,6709,6486,6241,6431,6054
FgIgWL-RfPq0aqoWhmiEBhDrWwLdUFDtlltUGKPGa982ltnr-ez-nhJ3,물나콩,DIAMOND,4520184357,100,BOTTOM,1743,7,4,8,5,5,24387,3113,3,17372,3366,1343,20,8,19735,13886,237,4,0,341,1,9,4,0.6190476190476191,0.15625,221,471,7118,3054,11980,1771,10642,2392,10351,1165,10724,1435,12494,3168,8301,1332,11095,1392,13405,3541,4158,806,11627,1507,10847,1284,11411,3441,10824,2329,12441,1431
hSIQ2NQkYGw74rPfSqk32BSw-HKN9rsfASx90cV_lSHdtieq_ACt2PAu,쥬 지 녁,DIAMOND,4520184357,200,MID,1743,14,4,13,4,9,32998,0,1,34231,11860,4540,26,25,38003,15604,229,20,8,93,2,10,2,0.6875,0.19047619047619047,14277,14223,8384,8859,8384,8055,7874,7809,13946,13528,7184,7610,7861,8383,8212,8175,13870,13749,9079,9027,7361,7343,7102,6758,6813,6952,8054,7500,7426,6999,13354,12714
EoWOpHlwXrh7c7Gxi76E-HhnrTmKywUHPZdhmT0uGJ3GvR4,뚜띄빵,DIAMOND,4520184357,200,JUNGLE,1743,11,4,7,3,11,9860,0,1,27837,21644,459,34,19,25557,11987,27,140,29,417,7,7,6,0.5625,0.14285714285714285,14486,14291,9645,13213,1755,12554,8568,5376,8801,2426,7888,7803,11021,8454,11535,6051,6981,11411,4925,9715,11652,7857,7956,5831,11758,13321,7444,10939,10134,4648,3706,7088
MBC29RljnzcYG45261OMjmgNa-m-g_fCW9VPEeb8S6RstL0h7jbQMZPJ,Love Snaker,DIAMOND,4520184357,200,TOP,1743,12,4,6,5,2,13339,0,1,14445,25055,10516,10,15,20655,13309,185,23,14,47,0,6,0,0.25,0.23809523809523808,14486,14511,6954,11458,1808,12817,1758,11320,3679,13624,8192,13774,2167,13206,11081,13940,3483,13147,1647,10842,1925,12371,2308,12569,1592,11642,6623,13227,1987,11864,1183,10643
fo7xOHFan10ALPqlHVlumGez1eEUOL6xxi1X2jsIxokLehU,꿍라꿍라,DIAMOND,4520184357,200,SUPPORT,1743,14,4,1,4,18,14323,14916,5,6620,7437,2618,72,35,16247,8517,20,4,0,158,8,26,17,0.59375,0.19047619047619047,14237,14579,9993,7846,12738,2568,11220,3952,11066,1519,10592,2199,14104,7386,11071,1515,11700,7222,13259,4519,13807,10176,11343,5595,11695,2314,12778,13311,11827,3602,13472,2508
Hlu2h8qV0NEgh_Vbq_0BtnYkNYFK18qBIUQaKBcvGki1,천경준,DIAMOND,4520184357,200,BOTTOM,1743,7,4,5,5,9,23668,3286,3,10312,18994,2730,8,4,19153,13126,213,32,13,42,0,4,2,0.4375,0.23809523809523808,14147,14401,11907,3820,12706,2511,11261,3871,11157,1498,9570,1688,13516,4548,11014,1446,13371,2449,13181,3414,12361,1527,13631,3776,11648,2061,14138,12561,10983,4363,13411,2462
F3KlesWom5rKEk5OIDm5EgR7-JSX_mtUGjlO0VFsjqajeNY,Prettyworld,DIAMOND,4562870467,200,MID,1328,4,14,2,2,4,11299,0,1,3883,2744,1422,26,24,9320,8332,148,1,1,116,3,9,3,0.2608695652173913,0.18181818181818182,14277,14223,6632,8410,6869,7212,6993,7398,9621,9483,7640,7557,7680,6692,7628,7818,10008,5050,13761,13656,7102,7591,7547,7333,7243,7862,7213,7435,12334,11736,5201,11646
u4fIVLsLrNvVGaDDwZVMJ4desD_1B3Nz9BV4PX1U080,MadEye,DIAMOND,4562870467,200,SUPPORT,1328,4,14,2,4,10,8708,2544,3,5067,1586,1376,30,31,10182,7305,26,0,0,193,4,17,1,0.5217391304347826,0.36363636363636365,14237,14579,11874,5818,12643,2808,12217,2435,12567,2218,12469,2567,12265,1818,13265,3910,10365,4820,12913,3088,13324,4375,11794,1458,13811,3965,12449,1738,13871,8690,10129,1651
1tssX3oECQEs5cHcjAowGxNsZBQu-JCqfKApbWOTAwAY,서폿탓못하는사람,DIAMOND,4562870467,200,BOTTOM,1328,4,7,8,4,4,13787,1484,3,6399,14194,7584,10,1,11472,10388,171,0,0,95,1,5,3,0.5217391304347826,0.36363636363636365,14147,14401,12952,11547,12963,2677,12394,2097,12452,2233,12877,2269,12352,2151,13407,4988,11440,6327,13136,2773,13945,4843,11138,1699,13271,4430,11459,1691,14243,13708,11050,1242
plrJH4jtTtIW8dKDuox5VPhuXK9cUxQvW3nGXB40svYMajQ,타잔 롤모델,DIAMOND,4562870467,200,JUNGLE,1328,11,4,4,0,2,9304,0,1,9217,40405,3705,19,8,14693,9944,34,140,35,265,2,3,5,0.2608695652173913,0,14486,14291,12416,11575,11756,7303,2869,7800,5542,9080,11577,7833,2982,9917,6515,11278,9848,4635,10369,12329,4572,9683,1287,8466,7473,11474,4594,9588,10398,8879,5952,11291
vMUslgB7EpcRH6Oh1eBzBxgDsAdBp1wt-ZRIUrFM1h6yRns,Nectarine,DIAMOND,4562870467,200,TOP,1328,12,4,7,1,2,13162,0,1,24051,5508,5508,20,18,18698,9371,117,0,0,273,1,4,6,0.391304347826087,0.09090909090909091,14486,14511,4417,11884,2260,12841,3267,10361,2093,12558,2192,11759,1431,11143,4064,13620,2389,12045,12668,14010,1408,11688,1034,8055,7362,8834,14340,14391,1201,7987,6216,12351
1XDc4XPWJdi_uCUY8xH-n0-lKqf4y-MG9q01FzP4W9Ny-7c,정다형,DIAMOND,4543288053,100,JUNGLE,1643,11,4,12,5,14,23103,0,1,22060,31569,0,20,23,35332,12371,30,150,6,495,2,9,4,0.7027027027027027,0.38461538461538464,560,361,6900,6216,6739,4853,2640,8252,7922,7358,7225,5231,10754,3246,2135,1127,11630,6723,1030,1515,2490,11880,4670,9973,9152,5546,5968,5045,6214,4387,9961,4662
IdxGObicnIl0o6NvujNxGjMAbcK1MD8ed8sfc5upnAg_dcA,닉변한거임,DIAMOND,4543288053,100,TOP,1643,12,4,6,4,10,19120,0,1,20038,11754,278,17,22,21934,9590,139,4,0,155,7,11,3,0.43243243243243246,0.3076923076923077,560,581,4855,7060,1570,12185,1143,10766,3401,12897,3907,10497,1660,11195,1159,7021,1909,12033,1107,10745,867,8015,3897,9397,1027,10784,3677,9829,1295,11127,815,10464
vy5impKJNZ9aCykcsCQ8ZDDulFm1elKheHsQ6nkPAwIvqBpkn3RFBFYP,ZEALOTRY,DIAMOND,4543288053,100,BOTTOM,1643,4,1,13,2,13,32158,0,1,12447,14659,7615,41,18,15219,13109,187,10,6,122,2,11,4,0.7027027027027027,0.15384615384615385,221,471,7510,5770,11886,2162,12018,2241,13221,3329,12419,3143,12035,2086,1193,605,12214,2482,12936,2031,11064,1942,11193,1913,12223,2374,11498,1728,12005,2632,13395,4542
cj6YGCliGYD0wGVpAlB6zWIrr28Tg9fUrzgP8Btvq10S,까만콩베지밀,DIAMOND,4543288053,100,MID,1643,21,4,4,1,15,11560,0,1,10231,4308,1966,27,32,10476,9918,183,1,1,355,3,12,4,0.5135135135135135,0.07692307692307693,351,293,6091,6285,8262,7641,7276,7314,7742,7604,7514,6164,8220,7478,7426,6993,8513,6842,6784,7282,6118,6333,5011,8638,7978,7299,7258,6980,7364,7725,7901,6942
otsIToUV5CLM_oLBDNIchhg13Y0pwz5LPv2wJPyDpjbH,DRX Keria 팬,DIAMOND,4543288053,100,SUPPORT,1643,7,4,2,1,27,5990,3693,4,10969,4332,1752,39,16,10499,7780,27,0,0,143,7,22,3,0.7837837837837838,0.07692307692307693,311,649,5819,5301,12391,1615,11863,2111,13584,3135,12497,3071,12668,1876,881,580,11837,2797,12257,2388,11113,1701,10871,2389,12701,1736,10572,2543,12595,2046,12611,3215
HJ0_TwkQb0kalov73szXYfmnaNqgz4-a2SkfhB03NQMO,구로동스캘퍼,DIAMOND,4543288053,200,BOTTOM,1643,7,4,0,6,4,12227,978,2,6461,817,104,14,3,14013,8583,209,2,0,236,0,8,1,0.3076923076923077,0.16216216216216217,14147,14401,8620,6314,12882,2396,13008,2809,13747,4361,14034,4370,12952,2806,13883,4042,13167,3514,14043,9894,12733,2708,12114,2762,13404,4484,12595,2559,13290,3554,14322,14209
IBTs6PVWGrTDqaGDtCWZpcr4E7HZQZz1alYbrLLhezdr,수줍은금붕어,DIAMOND,4543288053,200,SUPPORT,1643,14,4,0,9,5,10692,3134,5,13137,1246,0,60,58,19150,5644,47,0,0,258,8,24,13,0.38461538461538464,0.24324324324324326,14237,14579,10100,4092,12319,2989,12725,3001,13436,4211,13305,4235,12942,2895,10626,5481,12970,3128,12360,5747,11855,2899,11978,3334,13265,4681,12622,2704,13141,3558,12029,11174
YXNfhEpm_WrNdoPF1sgvF46MrwEXNmU07m7FgxPaV_9ugDV2zoSbff8H,활정수,DIAMOND,4543288053,200,MID,1643,14,4,2,7,5,14667,0,1,8500,482,0,21,27,19883,8999,157,8,0,145,5,12,3,0.5384615384615384,0.1891891891891892,14277,14223,8548,6647,8258,8499,8187,7720,8098,6845,7345,7602,8132,8535,7634,7976,14023,13524,7782,7610,13220,13787,5748,8971,9652,8817,9960,6768,9385,5601,7776,7902
QW-Ru8r-pvY8PiVfHAz-0dMS6CzsCVAeIxwj5xodOKy4,오병임,DIAMOND,4543288053,200,TOP,1643,12,4,4,7,2,12080,0,1,20375,76,76,19,4,21638,10159,185,5,0,36,2,11,2,0.46153846153846156,0.1891891891891892,14486,14511,6232,10322,1771,12176,2583,11599,4814,13813,4049,13784,1787,11846,14208,14327,2682,13518,1410,11372,2598,13217,4423,9481,13083,14249,2587,13382,2643,12300,1427,11137
WzRucWFgo_b37sbnBRyXSN1bl_uKvd-PYYBDM7mXSxc,Plum94,DIAMOND,4543288053,200,JUNGLE,1643,4,11,7,8,1,11651,0,1,34367,11472,412,33,21,36333,11578,19,147,4,381,2,3,9,0.6153846153846154,0.21621621621621623,14486,14291,6135,9696,12091,6850,4568,9293,7193,6558,10277,8905,3627,10042,14259,14241,12586,6318,11160,5808,6435,10099,4175,10143,11497,6456,7746,9562,11219,6984,12393,13173
YGN7WfmYGoU0G1MsjK9R2qVaeMua97_a2T-ZwwUJ_ILg,o지수소녀o,DIAMOND,4444786658,100,BOTTOM,1260,4,12,2,4,5,10684,0,1,3683,1247,1247,15,0,9854,6674,139,0,0,12,4,10,1,0.6363636363636364,0.3333333333333333,221,471,11021,3856,11760,1953,11563,1818,10846,1027,12500,2071,12397,2752,11659,1996,10138,2302,5296,812,13207,3259,11786,2594,12990,2135,1585,8866,9539,1738,12638,2905
xBviEaMHxuVc-9iUEoGiOuwJiTSbzZxneEABjxOjKk9MVM8TTdCDWKuc,거기가 어디야,DIAMOND,4444786658,100,JUNGLE,1260,11,4,6,1,3,6183,0,1,11239,2358,0,22,13,16958,7262,8,76,0,296,2,5,5,0.8181818181818182,0.08333333333333333,560,361,8596,4582,6986,5151,3748,6422,10325,1269,1264,11969,5737,5341,7636,5655,10698,1808,4792,7696,6059,1924,6732,4822,10242,5003,736,8011,10156,3104,5407,8924
4RGSJi0AXFVEwXDj1TF_f4QwivaNXL6lw5IDhZLcqcBWyEk,합성포도향첨가,DIAMOND,4444786658,100,SUPPORT,1260,4,14,1,1,6,3472,366,4,8539,0,0,24,27,6936,4398,21,0,0,41,4,12,5,0.6363636363636364,0.08333333333333333,311,649,8278,3609,12029,1276,11896,1313,10107,1345,12875,1910,13179,2533,12321,1521,10830,2249,4571,777,13011,3565,11718,3798,12442,1510,5940,7086,9343,2369,8622,6679
RXxEIkaQXaQ6HJvFBtqWtgg5ia2o_sgsXQWBnO2mGkrzYBM,전형적인갈리오충,DIAMOND,4444786658,100,TOP,1260,12,4,1,3,5,15788,0,1,23295,101,0,3,25,16290,5839,103,0,0,182,1,4,0,0.5454545454545454,0.25,560,581,3376,10243,1650,12047,1569,11766,2629,12392,1222,11196,1239,11201,1001,4199,984,11411,1743,9910,2622,12810,1487,11465,394,461,1172,6924,10042,3154,1627,6439
e9fzn_qEKJs5_TVvtTNSsfZMiJ1HihBWBNB3Vmn9wVY2e08,개그하지,DIAMOND,4444786658,100,MID,1260,12,4,1,3,1,7157,0,0,3400,361,0,13,10,7711,6023,130,4,0,48,2,8,0,0.18181818181818182,0.25,351,293,6271,6641,6206,6910,6603,7171,10780,1392,6799,6719,6286,6493,2688,8150,7945,4819,6250,6937,6519,6902,9688,3466,3109,2542,2279,7528,6410,6417,7043,6608
TbIRKDUuCUNOj3C4Kwrn1-3SEUmWGiYrvE8AYNP0Wu4K,암것도모르는사람,DIAMOND,4498520402,100,JUNGLE,1849,11,4,7,3,18,16808,0,1,35284,30363,1304,27,26,27059,12934,21,151,4,539,3,7,3,0.7142857142857143,0.12,560,361,7804,3574,3309,7805,4702,9058,1648,11591,6428,4895,1841,11226,5268,7683,7386,3630,2357,8384,3273,10687,4598,9880,6805,5617,8729,8942,5987,5688,12563,6267
Ll11UTY8jhfz_4MQp8Xc0XAidQlsmfeRCOEuvq6BoS2hMg0,두부집 효년,DIAMOND,4498520402,100,TOP,1849,12,4,6,6,13,30339,12091,4,38245,16290,8322,23,16,33786,14209,208,8,0,97,2,10,5,0.5428571428571428,0.24,560,581,3392,6714,2464,12154,1144,12128,1486,11765,2526,12294,2391,12531,2293,12165,1192,12336,1824,11536,2223,12256,394,461,2071,2590,8744,9276,2022,11914,4762,12418
MCMuqDskpjItqDA5jzSVlbXdFKQ0yZMXKBPAbuxpYi-AwOY,매일같은일상,DIAMOND,4498520402,100,BOTTOM,1849,7,4,9,4,15,28929,3277,2,9807,22915,5176,21,2,14036,13237,189,24,5,68,1,8,9,0.6857142857142857,0.16,221,471,7593,3615,12074,1777,10974,1605,10945,1722,11144,1429,6594,1202,10820,2172,8315,1385,11054,1848,11739,1953,13382,2577,10690,1395,13620,3924,7462,1185,13347,4394
ltYA1Ekp9SJwYEZ2vf4LyZT9taHA_k0iog59oqz1jHdA,gnaming,DIAMOND,4498520402,100,SUPPORT,1849,4,14,3,7,19,8114,1055,5,18262,1349,597,65,37,15093,8898,35,0,0,115,11,33,5,0.6285714285714286,0.28,311,649,9040,4690,12513,1588,11024,1412,11292,1270,12390,1351,6367,967,10784,1718,6810,845,11196,1936,10568,2638,13505,2739,10805,1745,1373,940,10246,1411,13707,3947
IyvdKo6AKOewgZ74PLYHD-SDOpROOYkp1oNmP9DrWMm4Nr4,AviD 일호,DIAMOND,4498520402,100,MID,1849,14,4,10,5,9,24074,0,1,17680,6098,4257,29,27,18803,15155,187,18,4,257,2,12,5,0.5428571428571428,0.2,351,293,6236,6360,6882,6657,4818,8801,1689,1282,6638,7174,6650,7035,7413,7831,7767,3620,7683,7469,4674,9117,2321,12989,1284,10538,4374,13657,4368,5209,5275,9142
5BwBn80yhOtisnxBfemxoz0g8-ESMDUoDk_OinyY8RRM6oYSHX_Gm59f,백정은승리를원함,DIAMOND,4557298375,100,JUNGLE,2021,11,4,8,6,13,24210,0,1,15680,29338,2543,29,27,33026,13217,39,150,0,169,7,7,3,0.5,0.2222222222222222,560,361,6722,2731,3591,6443,7176,11624,2007,12174,3643,1498,11550,4213,5985,1787,3323,6982,4282,9957,774,10556,6742,4724,2268,8566,8564,3430,6761,4826,3684,8141
BBud1jggErdPqEpBRrVcaLEl1lVXN9oKz2mQ_l3jg4A_x9M,신의 탑 하이랭커,DIAMOND,4557298375,100,MID,2021,14,4,15,2,10,30582,0,1,12923,13113,3388,32,15,21112,16756,236,0,0,282,3,14,3,0.5952380952380952,0.07407407407407407,351,293,6728,7140,7064,7091,7434,8940,6336,6608,6322,6650,5400,5054,12176,4932,7262,7354,4918,10349,3096,2826,11586,2012,5958,7346,8350,3283,6482,8558,3298,2775
mD2CS1ARbBML9-LaJ1uo0tBWyKTgpjRSVvO844aycK4,주또죽,DIAMOND,4557298375,100,TOP,2021,4,12,12,4,7,23014,0,1,29803,15268,7775,26,16,26704,16194,205,20,13,425,2,11,1,0.4523809523809524,0.14814814814814814,560,581,4509,11742,3188,13358,3052,12891,4201,12331,1460,10736,2149,13151,1773,11496,1515,10626,394,461,1588,12054,12116,2746,1145,10377,5968,12466,3199,12786,6105,11404
2IaKNYctv-nHqixCguYH0oQRUTsPs_aZ9CDNu_Uh4qAa,애샛기달래는게임,DIAMOND,4557298375,100,BOTTOM,2021,7,4,6,10,15,13915,2745,3,11271,7617,113,23,38,20883,11762,148,15,0,536,2,5,2,0.5,0.37037037037037035,221,471,10317,2734,12412,1881,12406,2754,12864,2547,6294,1271,12238,2543,13391,2735,11202,1554,11513,1819,11216,1625,1917,603,10458,1195,10149,1253,10451,1209,6777,1074
tylT2xdB4rfPGOhzlMWbmpwfYAkOWI97cV-ce3Ci9fjtTGo,약사여래불,DIAMOND,4557298375,100,SUPPORT,2021,21,4,1,5,32,13755,13664,5,14128,8587,708,61,34,21561,9945,16,0,0,136,12,29,6,0.7857142857142857,0.18518518518518517,311,649,10254,3173,11952,2606,13239,2702,13205,2441,5899,1001,12601,1885,1747,618,10708,1474,12376,1659,11070,1553,12257,2079,10797,1780,1181,563,10764,866,5145,1289
ugfNQrMO2TZolcXtJsfz7xGN9h1grBsHESLK-hL3q14H31iI8wXwRG4U,NaPoLeoNe,DIAMOND,4557298375,200,BOTTOM,2021,4,3,4,9,7,15557,0,1,30500,7628,3318,19,23,22182,12805,213,19,7,175,1,5,3,0.4074074074074074,0.21428571428571427,14147,14401,10661,5598,13303,2851,13168,3838,12580,2524,13496,4432,12710,2947,14127,12411,11916,2221,12858,3355,12240,2249,14340,14391,11650,2890,12934,1999,12015,2560,11023,10732
sujz1nNL5JaAb9CGAIr4e7qIIgkGRbHzE41TlDzDfalQ,금강창파,DIAMOND,4557298375,200,JUNGLE,2021,4,11,7,6,7,29558,0,1,14432,15920,0,29,18,29085,12045,14,156,27,268,2,3,5,0.5185185185185185,0.14285714285714285,14486,14291,12101,8684,11847,7607,6441,12449,3108,12875,3876,7208,6728,12515,11631,5872,11801,2660,13530,14085,3876,13028,4639,7469,11559,1948,9788,5912,12120,2318,8780,9893
QB3KqhN5S3DqhimC8pnhLY48QoNxRSvtCFE0v9si-a1kX84,몹쓸죄인,DIAMOND,4557298375,200,MID,2021,4,14,12,7,3,28531,0,1,18411,7664,7576,29,10,22489,14844,210,13,5,124,6,8,3,0.5555555555555556,0.16666666666666666,14277,14223,7814,8244,7925,7569,8586,8469,2295,11964,8056,7833,7413,7393,9510,6161,11916,11392,4596,10081,7236,7320,9453,866,7029,7059,12902,12304,6917,4741,6808,6696
GmPIzR7-AjqJQbUkQikR0FSqTFk8hmVeqHsYCIAoJ1qLd3MPyBErAE3v,차단먼저박는사람,DIAMOND,4557298375,200,TOP,2021,12,4,1,11,5,15710,0,1,20497,6104,2759,25,10,39593,11612,220,20,8,42,3,8,1,0.2222222222222222,0.2619047619047619,14486,14511,4697,13950,3388,13600,3161,12915,4063,12484,1781,11822,4331,13495,1890,11910,1665,11583,9418,13790,2202,12303,11642,14085,2189,7745,7314,12065,4012,11296,6382,12499
44n2QhLuntjExHR3-gCIdZh58j8OseNuOq2vdcLDdxsyDNU,Liu Xian,DIAMOND,4557298375,200,SUPPORT,2021,14,4,3,9,7,10584,0,1,32022,2523,2523,92,37,24991,8473,43,0,0,213,3,41,11,0.37037037037037035,0.21428571428571427,14237,14579,9522,5656,13288,2757,13366,3767,13692,2947,13322,4309,13269,3074,13133,3974,11712,2819,13090,4165,12340,1856,12245,1256,10362,2832,12346,1317,12270,1451,13935,14188
q8xKwn4xhK-6-QX-MFobDf3zU-JbQ4IhoiUuecQZvo8g,개금동 드레드,DIAMOND,4505384870,100,JUNGLE,1755,11,4,4,7,11,10594,0,1,19334,11835,0,45,19,27998,9073,24,95,2,375,13,20,8,0.45454545454545453,0.16666666666666666,560,361,5903,7049,3456,7939,7843,10857,9917,5257,10800,5271,6266,4914,9975,5175,6605,4811,3977,1104,9379,4538,9761,4358,4667,1588,9815,3254,8772,2506,5221,8512
cFUcsKewll7hWzv4Py1xoBaIR_IEdlm0ewQVWf1rshSo,SmoothGG,DIAMOND,4505384870,100,MID,1755,4,14,8,5,7,21607,0,1,9824,5437,2039,18,50,20138,13678,210,0,0,310,3,6,4,0.45454545454545453,0.11904761904761904,351,293,7637,5178,7296,7335,6297,8990,6966,6962,3044,2473,7288,7313,7128,7074,6061,5832,7358,7375,7926,5262,9250,5651,7587,7495,7274,7139,12340,2092,2758,2151
7H_2h8T7HsNE8RfeZlDHnhIMbWp4sK5MvcwK2Aadfrp9l196zYLSVrnY,M4TA,DIAMOND,4505384870,100,SUPPORT,1755,14,4,7,10,13,13157,0,1,13442,605,605,49,31,24562,10290,23,2,0,109,8,27,6,0.6060606060606061,0.23809523809523808,311,649,11325,3514,12416,1339,11296,1782,10654,1548,13299,3835,10366,1289,13792,4221,7917,1079,12505,1385,9940,4547,12664,3222,5455,1182,7861,1396,13093,1932,4187,3669
MLgbZBz93J4YQnJvI8oeyw20IPO8uWEwmrr7KGAk2mvah5DwFHwhzk7i,마리포싸,DIAMOND,4505384870,100,BOTTOM,1755,4,7,12,9,7,20652,2253,3,8985,6567,3110,18,9,20041,14888,225,6,0,219,2,8,5,0.5757575757575758,0.21428571428571427,221,471,7914,3494,11847,2022,11103,1708,10936,1482,13562,3604,8934,1550,13846,4357,7765,1160,11561,1519,4295,983,13213,3776,7434,1299,11832,3169,12529,2315,3904,871
YVX3jkYE9eBLET61hcHPDNd9OzdZPCG687A4b699Lkl-,늙고병든괴물쥐,DIAMOND,4505384870,100,TOP,1755,12,4,2,11,4,13792,0,1,16245,4043,2745,12,10,33898,9767,160,8,0,357,0,7,1,0.18181818181818182,0.2619047619047619,560,581,3102,8975,1257,12241,1590,10811,1373,11419,1207,10301,2561,13527,1385,11120,2578,13494,1617,10496,4215,13679,508,724,570,765,2288,12697,4122,12738,1486,10000
lGjDfxfFH-VwLgeNdX24aznKVU6J6w-rg-pDwG4efncK,송하늘,DIAMOND,4505384870,200,BOTTOM,1755,7,4,9,4,11,20950,2352,2,7400,10303,5149,20,41,14915,13770,174,20,8,674,0,8,2,0.47619047619047616,0.12121212121212122,14147,14401,11432,4766,12828,2647,12379,2142,11958,1481,13741,4360,13701,8716,14034,8549,13315,3594,12675,2368,11588,3871,13998,10116,14072,11959,12680,3214,13525,3255,10630,10101
mFUlStIaHM5Bu8MCzqjtPyL40msVLLh2Ms-F9xTv5D50lQU,올라이너고수,DIAMOND,4505384870,200,TOP,1755,12,4,12,5,3,28834,0,1,17504,24705,14785,20,10,21732,15981,198,40,20,154,1,11,2,0.35714285714285715,0.15151515151515152,14486,14511,6866,13797,1870,12070,1617,11472,2424,12801,1474,10990,4408,13528,1805,11694,12210,14128,2451,12809,9155,5746,2467,13494,1533,10731,3984,12950,4182,13356,12036,1252
bN4-_ZzbRqoGxVxOQhl6AuaKy2SQueaUiRz1F-eKukKq4GMCrAtsz3YA,I AM FREE,DIAMOND,4505384870,200,SUPPORT,1755,14,4,3,11,16,16697,0,1,9382,2652,2652,84,33,19090,10081,51,10,4,189,10,41,16,0.4523809523809524,0.3333333333333333,14237,14579,11631,5590,13155,2020,12748,2678,12136,1856,13497,4098,12936,2866,13788,5493,7424,7386,12508,2002,10970,4568,13598,4602,12546,3219,11885,4167,14340,14391,9901,5927
hvkv523q55zHSAJHrw5dvCmTWgTyMC7quKt4YPkbDkuOuDY,Master Ending,DIAMOND,4505384870,200,JUNGLE,1755,11,4,11,8,3,20160,0,1,20306,16553,78,24,18,30766,12337,19,106,8,273,3,4,5,0.3333333333333333,0.24242424242424243,14486,14291,6948,9223,12449,6615,8074,10727,6703,9705,8893,7610,6762,12512,10975,7152,11381,8299,12594,11971,14340,14391,7376,11261,5054,10429,11902,3285,13021,1979,11874,6602
Oah1ESPKHCh5UunUYMM0k6pW-CSucTHEQJSMUs3eQtAqVxs,녕 수,DIAMOND,4505384870,200,MID,1755,1,4,7,5,12,18554,0,1,15850,2474,1261,22,12,20826,12383,177,5,1,196,3,8,1,0.4523809523809524,0.15151515151515152,14277,14223,8720,8532,8087,8005,7663,7715,8580,9049,8606,6432,7938,8574,13836,13712,8842,8331,8819,8839,8250,8160,9631,6289,8327,8237,9943,6873,13506,2566,6437,13199
bB-2mVlxc9pAK7tissiJ8T4YtagvJFkgkgcUs4ldS-hq8TVB9y60PMef,TGZ,DIAMOND,4565005365,100,MID,1974,4,1,13,11,5,30154,0,1,33154,9625,1816,12,22,44813,16522,221,35,11,140,1,9,1,0.4,0.2619047619047619,351,293,6538,6609,6925,7075,6888,7355,846,720,6848,6598,6871,6720,6734,6752,7021,6665,5765,5287,2061,1516,6372,6948,3067,4271,5674,6384,7876,7768,10173,1321
