account_id,summoner_name,tier,match_id,queue,team,position,playtime,spell1,spell2,kills,deaths,assists,totalDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,goldEarned,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,visionWardsBoughtInGame,wardsPlaced,wardsKilled,killsRatio,deathsRatio,xcor_0,ycor_0,xcor_1,ycor_1,xcor_2,ycor_2,xcor_3,ycor_3,xcor_4,ycor_4,xcor_5,ycor_5,xcor_6,ycor_6,xcor_7,ycor_7,xcor_8,ycor_8,xcor_9,ycor_9,xcor_10,ycor_10,xcor_11,ycor_11,xcor_12,ycor_12,xcor_13,ycor_13,xcor_14,ycor_14,xcor_15,ycor_15
0W0UYgmeqQePiMvQ8-Nn7BKDflKx-8_n3ywm0ldqXpIc,a pair of scales,DIAMOND,4568313568,420,200,MID,1366,4,14,12,4,1,18650,0,1,6966,11112,4340,21,6,13360,14180,198,34,14,116,1,7,3,0.5416666666666666,0.3076923076923077,14277,14223,7066,3131,7293,7568,6213,8324,13447,12928,7783,7346,7525,7208,13965,13815,6575,6809,6976,7014,8428,7850,10222,5762,7075,7113,9794,858,9304,9124,6407,6529
UHDWdCdvYFLNjmpxtBtDGVWsXTPa4lQsfunY6H-p0zAgFRc,sryimquitter,DIAMOND,4575327064,420,200,BOTTOM,1827,7,4,19,8,19,39363,8672,4,15273,22320,11382,22,7,27337,18316,194,23,10,110,3,9,2,0.7307692307692307,0.23529411764705882,14147,14401,10494,7798,12809,2628,12327,2174,13971,11209,12005,2007,13130,2822,13374,5603,13858,4816,13209,3354,14132,12723,13692,6155,10750,3340,14340,14391,9871,5505,6866,6769
jCNHLyH-i2DAgCkuJfwH5nVWwnqDJ-DDk-WA2ulnp8be,라일르,DIAMOND,4575327064,420,200,JUNGLE,1827,11,4,11,3,34,21923,0,1,53917,26633,3035,29,38,36106,15771,32,113,8,772,4,7,8,0.8653846153846154,0.08823529411764706,14486,14291,6483,8384,11232,8305,7586,10092,11247,6001,13358,2224,7170,9667,3009,7447,3118,10769,9021,11098,1066,10702,12611,5206,10103,4330,9886,5216,11517,6664,8784,8780
SbweO18NgcMgds0fCFwbatPnffSfrjXjNe0Be9AyMl79IWjMTDiRVhTD,레전드포스,DIAMOND,4575327064,420,200,MID,1827,14,4,16,8,21,31259,7674,3,12589,8071,4375,34,24,26478,14166,135,4,0,98,3,12,7,0.7115384615384616,0.23529411764705882,14277,14223,14321,14673,7861,7355,7531,7394,8192,7457,7949,7123,11662,7125,10817,10633,8846,7910,8348,8502,7094,7574,13171,7058,8308,6441,10761,4988,4305,12514,11046,8849
5a_9cwGuF_Ltc18jEWbieaYJvlQLI72AdmSvVWII2kPOqAY,사혼의구슬조각,DIAMOND,4575327064,420,200,SUPPORT,1827,14,4,3,9,26,9927,2126,5,38566,1177,765,58,61,23679,8676,28,0,0,85,7,23,8,0.5576923076923077,0.2647058823529412,14237,14579,10302,7753,12909,2711,12628,2166,13800,8239,12294,1899,13367,3120,13291,4034,9995,9818,9228,7432,14116,11874,14234,13511,12227,1388,10354,10042,9936,6856,9082,8646
t3n6wO3Vt9EH0fmm8czfBxDF5u6qQp1ITCTPDqkCi0Hp83pgoBJOGcE3,롤치 클리닉,DIAMOND,4575327064,420,200,TOP,1827,12,4,3,6,22,19360,5970,2,27688,5340,2016,19,52,30939,12117,167,21,5,803,1,11,0,0.4807692307692308,0.17647058823529413,14486,14511,2474,6008,1297,5384,3846,13901,1541,11126,7508,13731,2928,13168,13399,14247,1251,10795,3840,13291,1107,10607,11321,8299,2085,12493,8234,7803,10002,9636,7737,10904
1otGlVhFloia-i11vYf5UL1QDtk1lhPvSnfHJR3aaTM0kYeyMLbWTNGX,엔 류,DIAMOND,4510085484,420,100,MID,1377,12,4,19,5,10,34456,0,1,15746,8865,6270,15,28,25542,14226,148,12,4,389,1,7,0,0.7435897435897436,0.20833333333333334,351,293,4961,5351,7257,7409,7844,7864,7794,7921,7842,8553,8702,8368,7803,5351,7202,7628,4089,3586,8095,7903,7115,7275,1649,1154,13729,4383,8572,5131,7607,7802
24pvAz7INYoAnJajvtjBQQpKwsvu7rgnf6SHpnG-adePaPMFG4tDXwjA,I am scorpio,DIAMOND,4510085484,420,100,SUPPORT,1377,4,14,5,6,16,15215,2538,5,7734,3198,971,45,29,13136,7847,29,0,0,143,4,17,6,0.5384615384615384,0.25,311,649,10735,5013,11877,2584,13753,3839,13480,2680,7564,1116,13535,2652,6668,4771,9538,3541,4566,1006,11963,2644,14117,4613,13184,4426,6483,6069,7706,6566,8134,6419
_5QTSFlLwwqRTFkNv5SkfcsLP4TfAOZqsHmEe7dAqgqRgfQ,귤까는머신,DIAMOND,4510085484,420,100,TOP,1377,4,12,8,4,8,20722,7601,7,20114,18749,8703,24,13,25382,13313,182,36,19,133,0,7,8,0.41025641025641024,0.16666666666666666,560,581,1295,10320,1375,12317,1349,11428,1145,10710,1083,11210,2569,13511,1145,10985,2820,13037,3683,13488,2819,11362,4127,13680,6154,13862,4436,13459,8530,4922,4794,13351
d13wktwQ9AlMwmPGCPCP6crwxRKjzMlzhXBa6H5KHheIVS4,Eloessa,DIAMOND,4510085484,420,100,JUNGLE,1377,11,4,6,5,15,9429,0,1,16784,35218,2274,19,14,20786,9343,12,83,12,286,4,11,3,0.5384615384615384,0.20833333333333334,560,361,10021,3281,12031,3601,6911,5035,4735,8503,9002,5739,12447,6578,3535,1468,7342,7860,3580,8263,6055,8387,8232,7038,11489,4491,13920,4315,7993,6726,7653,5196
W_qW7QvmdBjF32kKYM_0a4N8o7UKEBZ2ME_6zWX0zmK1xnzp-Mp7Rlhm,1ROCK 2MAN,DIAMOND,4510085484,420,100,BOTTOM,1377,7,4,1,4,14,10869,1610,2,6349,4789,3675,5,0,14065,9552,169,6,0,17,0,4,0,0.38461538461538464,0.16666666666666666,221,471,11002,4057,12052,2187,13582,3911,13081,3019,2292,672,13096,3047,6564,4718,10996,1372,12177,2336,11901,2557,13464,3513,13502,3994,13465,4143,10207,1681,8402,5692
rR_8R47jfsSrH-05ajYHi885IaoRZRMXeh9cfcWc-2xgEk0,연패구조대,DIAMOND,4510085484,420,200,JUNGLE,1377,4,11,5,11,11,16534,0,1,18028,10384,809,14,27,20608,9317,37,52,0,142,4,4,0,0.6666666666666666,0.28205128205128205,14486,14291,9985,6571,12302,6683,7235,11060,3397,10488,9385,11265,7191,8931,8611,5920,7870,7730,9371,13341,9563,12339,5123,10399,5873,12626,12717,11755,7810,5781,9956,6690
t6N7i6dbe6gxJ_AS19CnRrircFYqGPM0ijsCZ9S68k63,일동 기립 박수,DIAMOND,4510085484,420,200,BOTTOM,1377,7,4,4,4,7,13439,1870,3,8541,0,0,11,1,17258,8916,154,4,0,42,1,8,0,0.4583333333333333,0.10256410256410256,14147,14401,9694,6032,13088,2825,13862,4793,13540,4724,14187,12437,13446,4367,11494,3997,13343,6799,12823,3312,12888,3089,13738,4291,13564,5320,14087,13543,9502,5684,8474,8244
QWjEMm9Fqdl2lDJCXhtmbTFwMpd5Nk77ufNd5HWoYANBPNk,김김상상덕덕,DIAMOND,4510085484,420,200,TOP,1377,12,4,6,9,5,15310,0,1,15232,1234,1234,11,11,23521,8608,90,12,0,269,3,6,1,0.4583333333333333,0.23076923076923078,14486,14511,8694,6466,1477,12733,1942,12054,5660,13323,2312,12375,11620,13505,2895,11228,4310,14049,12886,14227,5428,9009,13611,4045,3663,13154,6581,11413,6409,9708,8154,5782
WdvUJedCz6KaoYfWUXmcEwRjTIxGByhIGVq_wTJV-eb0JrE,떨어지면나락,DIAMOND,4510085484,420,200,MID,1377,7,6,7,6,5,15559,1217,2,20868,2829,2829,5,20,27074,10029,143,1,0,166,2,2,2,0.5,0.15384615384615385,14277,14223,9887,5678,7849,7764,8184,8202,8268,8271,8763,8628,8782,8546,7686,7527,7762,7929,12342,12338,8648,8080,7290,7297,8257,8175,12861,5323,8131,6525,13788,5802
qOIUyc0V61EA9FiaOtY2RGWaQB0NbWGxhHMVUVguej6vAzw,졸렬딜교,DIAMOND,4510085484,420,200,SUPPORT,1377,4,14,2,9,12,7634,0,1,8937,73,0,42,24,16624,6626,9,0,0,219,8,26,4,0.5833333333333334,0.23076923076923078,14237,14579,8450,6401,13048,3243,13525,4911,13798,3917,11120,5577,13837,4079,10741,4489,11180,7589,11399,5801,12704,2785,14055,4821,10687,5572,13151,6670,8617,4782,9721,6376
e2g1jWI4Ddw2aYtbO6QyUpzm3cMnZfYLwaAjDf-u5S12F3yh3qDNWeug,YouNoChatCanWin,DIAMOND,4575157643,420,100,MID,1446,14,4,5,7,12,14454,0,1,7337,2420,2420,24,4,16442,8395,103,0,0,98,2,9,0,0.4146341463414634,0.3181818181818182,351,293,8300,6339,6964,7239,7554,7607,854,744,2642,2804,6158,6988,6053,6593,7194,7237,6318,6440,7665,8105,1919,2174,12366,1526,7379,7180,5781,5314,11035,1416
N3V_sr8dF2wXXKnCgeyUrJ2uOueYCbEJfGtd0J9-BgF9lt4,호평동 길고양이,DIAMOND,4575157643,420,100,TOP,1446,12,4,5,4,7,14748,0,1,12736,6916,6466,14,11,21909,10017,147,3,2,82,1,7,2,0.2926829268292683,0.18181818181818182,560,581,2731,4281,2300,13323,2633,13568,2062,12357,2683,13561,2635,13585,7348,7730,2601,13546,1564,12291,3410,13628,4171,13677,1470,11708,4139,11657,8144,6455,5056,12411
c6vF4OzZ9Umi7Jjm5NbpxTOFJslAg7t8Ql1RrxpaXS4c,형들 난 틀렸어,DIAMOND,4575157643,420,100,BOTTOM,1446,7,4,10,4,11,21989,1344,3,8659,8203,6763,11,10,12856,11793,172,17,9,54,1,8,1,0.5121951219512195,0.18181818181818182,221,471,8227,2746,11593,1595,4459,844,10195,1327,11657,1411,11984,1739,12628,2490,10381,1187,12938,2613,13158,3099,12896,2924,12453,2141,9628,1184,10349,4931,7941,1226
qqiKuebQItSDqOp7Nf36wtUR37HW0wsXXnqNr1yZZ6-nwOc,오빠 나주겅,DIAMOND,4575157643,420,100,SUPPORT,1446,3,4,2,4,19,4791,668,2,3529,1963,1579,32,20,8291,7321,9,0,0,133,2,15,4,0.5121951219512195,0.18181818181818182,311,649,8272,2858,11750,2044,862,457,10552,864,11552,1934,10836,2204,12063,3125,9774,1670,13577,2801,13060,3303,12667,2550,11589,2069,9849,2502,9317,5469,6111,5833
w2gWjg8H4Pb-cyNu0zfR538wdqe1zyPdsb28cUubXQeEluo,빨치산 정글러,DIAMOND,4575157643,420,100,JUNGLE,1446,11,4,19,3,6,23468,0,1,16907,20410,5474,28,14,23337,13143,31,104,8,498,6,8,3,0.6097560975609756,0.13636363636363635,560,361,2484,1658,8775,2575,3272,6817,3642,9472,5930,12445,991,799,7648,7801,7382,3439,2187,3919,7179,11160,2917,3613,12030,2392,489,496,10061,5285,2177,3390
MItquCf1yFC63lIlVhyVHlxp1XA2gLZw3QahR210cjOm,존심부리면서렌,DIAMOND,4575157643,420,200,SUPPORT,1446,14,4,4,6,8,6231,2850,5,6895,615,113,41,13,12127,7262,30,0,0,123,3,19,3,0.5454545454545454,0.14634146341463414,14237,14579,8647,4356,12172,2885,14104,14238,11430,1834,14042,12106,12658,2888,8202,5411,13797,9433,11018,7004,13418,4593,13520,4070,14052,13206,8642,5249,13743,13923,12559,3226
XmAgXwUH4wSBmoSap5C5iV6-RgmmxKtxhs4_UA3saSOAC6U,Subterfuge,DIAMOND,4575157643,420,200,JUNGLE,1446,11,4,9,11,5,16629,0,1,11536,21589,1062,22,17,26320,11776,52,86,4,99,3,4,4,0.6363636363636364,0.2682926829268293,14486,14291,8525,4768,11952,7158,7816,10007,11110,4311,7495,4930,8735,9866,7621,7023,10798,5510,5076,10138,12369,13655,6986,6294,12044,3642,7840,5524,10350,4819,6535,12534
q9o4xNC9KTxiOObo_lB2cveg0oTcYgy3LtEe19LaSNfEvNg,헐 어,DIAMOND,4575157643,420,200,TOP,1446,4,12,5,6,6,15209,0,1,8449,5033,540,18,5,13943,9426,139,6,0,82,1,8,2,0.5,0.14634146341463414,14486,14511,4432,13617,3385,13106,3975,13420,14340,14391,4036,13738,3892,13328,1469,11687,3985,13421,13455,5080,13726,4326,13336,4450,13686,4285,6743,13107,9116,5507,11858,3810
P-ksStjA97iG6QmeBPsqJ2_NDyUbBFQiR1iINih1EpIlqZU,아기공룡YEE,DIAMOND,4575157643,420,200,BOTTOM,1446,4,7,1,10,4,7710,2400,2,7364,3222,969,8,3,18969,6992,103,25,0,76,0,4,1,0.22727272727272727,0.24390243902439024,14147,14401,7557,3384,12642,2690,13467,7362,11262,1458,12340,1851,12886,2787,8303,5020,5678,13664,3193,13007,13171,14250,9466,14005,7890,7654,7352,9662,11277,13896,6862,13123
aKs3KSvuQ8kBMybNyl26YkxgGJtmvvbm_P3EDkga1xcgaI8,암살자 카타리나,DIAMOND,4575157643,420,200,MID,1446,14,4,3,8,7,16290,0,1,15597,1552,464,15,21,26483,7639,82,14,0,256,0,5,2,0.45454545454545453,0.1951219512195122,14277,14223,8433,8067,7778,7767,8397,7791,6925,6975,8334,8247,6664,7193,14097,14235,8409,8110,9885,9968,7221,7411,6105,6317,12145,2496,8740,9089,11373,5683,6174,9577
n6zO1wxUFwW2MUpC93IYnfDqeANlc65HPxM85zPeqJqYe-Q,그 기다림 끝에,DIAMOND,4575942837,420,200,MID,1290,14,4,2,5,0,9526,0,1,11946,3173,654,9,11,15875,6952,141,6,0,279,9,6,1,0.4,0.19230769230769232,14277,14223,4873,8414,7830,7947,8324,7912,8210,7956,7929,8042,7929,6873,7250,6667,7773,7933,8050,7527,14006,13728,6128,10365,7972,6312,7826,7686,8205,8326,12608,11670
dM06bvo7BMIqMRr3CaHeZu3B1JQnLKu3lbTlS_xl7w0Fjy3fU3m0J67U,유리멘탈 람이,DIAMOND,4575942837,420,200,SUPPORT,1290,14,4,0,5,1,4737,938,4,4423,732,0,47,31,8264,4114,11,0,0,92,3,24,8,0.2,0.19230769230769232,14237,14579,9973,7732,13130,2979,13426,3008,13624,3887,13928,4097,11850,1496,7855,5749,13748,4838,13491,2676,13059,4310,8145,10437,11029,5111,13693,4320,8803,8391,8506,7892
_6PO8ESqiRlZlm_Zo2nIz54Vi1keDDp13taldcYtFzmElw4,봇간다불만없제,DIAMOND,4575942837,420,200,BOTTOM,1290,4,7,0,5,2,7669,1407,3,3965,4272,0,19,0,11341,6260,147,0,0,1,3,8,2,0.4,0.19230769230769232,14147,14401,14055,13815,13502,2764,13242,2641,13344,4157,13650,4906,12844,2535,8706,5752,13873,4902,13028,3059,12172,2701,13072,5036,12107,3145,13584,5136,7639,7569,10820,7235
BCVPlcJAcb8bbCJI-1dAvC4jmvA85LHjHuXVcBiLxmce6CHcN8KeY-PZ,YouTuBe 달꾹이,DIAMOND,4575942837,420,200,TOP,1290,12,4,0,5,1,4858,0,1,16043,0,0,11,24,14731,5515,114,0,0,223,1,3,5,0.2,0.19230769230769232,14486,14511,4933,8377,2652,12685,3243,12925,4303,13695,10493,13832,2259,11821,12330,2423,3699,13763,2346,12643,4233,14032,4940,13557,4307,13264,2634,12693,4643,9166,2615,13071
E8a_Dk7Fwl0USXDjC9Esfw3fICH_bsYhsM8-Hn1txcrX,정오라다,DIAMOND,4575942837,420,200,JUNGLE,1290,11,4,3,6,0,5443,0,1,7544,4017,0,15,1,17425,6511,23,83,7,111,1,1,5,0.6,0.23076923076923078,14486,14291,14426,14170,7392,10935,11383,7026,11949,7028,6547,12231,12339,11340,7982,5510,12656,11964,10676,5431,7039,11234,4336,14058,10422,4867,6455,12266,4926,9099,11315,13470
CV4a_I-3RUG_s8nCvH6W7fGFnecZhIjK93QSrgdn-UJS,SONPI,DIAMOND,4554589844,420,100,BOTTOM,1220,4,7,9,2,9,15954,1497,3,4525,11054,2606,21,32,9856,9861,152,4,0,491,4,10,2,0.782608695652174,0.2857142857142857,221,471,7199,3757,12378,2515,13066,2775,12316,2843,5113,961,12331,1761,12826,3330,10543,1339,13412,3417,5550,1037,13103,3893,12174,2571,13219,3754,11851,1701,13945,4358
grB4E1x1unqR7N44roV55a9vScwR4ts9Gd2MPnTNgZaN7PoMtKBVHe3C,UB fan,DIAMOND,4554589844,420,100,MID,1220,4,21,5,1,1,15120,0,1,7862,1664,1542,16,19,12965,8016,144,5,1,154,1,7,0,0.2608695652173913,0.14285714285714285,351,293,5849,6637,7527,7515,7608,7906,7109,6732,7050,7434,6920,7355,7154,7026,1950,1619,7993,7731,7256,9678,6122,6069,8041,7658,11815,5430,7818,7686,3602,3057
FiuuBALUePuld2qS0rXv2XYC4yDNgk1E2EcTY2H2Vlo,떡방아간,DIAMOND,4554589844,420,100,SUPPORT,1220,14,4,1,0,9,3634,0,0,6936,900,900,32,15,7733,5608,23,0,0,66,5,18,3,0.43478260869565216,0,311,649,7907,5952,12563,3026,13134,3109,13224,2440,394,461,9640,6368,13452,2377,10397,2536,13353,3210,5799,1634,12559,4996,12791,1839,980,874,12244,2218,13586,4857
Pzh4yAqA6B0-QnvzJdBmpY71_m1TQMygtUEuuDwP_K7t,멘탈터진정신병자,DIAMOND,4554589844,420,100,JUNGLE,1220,11,4,5,2,4,10969,0,1,5622,15217,271,20,6,15285,8521,15,134,22,124,4,5,1,0.391304347826087,0.2857142857142857,560,361,3558,7409,3226,7268,8389,2196,12049,6661,2720,5940,7460,3001,2139,3589,5473,9451,4403,11979,6523,9327,7333,6386,12313,2338,6393,3101,6895,4490,10114,2617
7GH30ui_sq9-pdEdogEHHKqxUUlbjYfXdz3XWTNqrBngJmk,BJ박람,DIAMOND,4554589844,420,100,TOP,1220,4,12,3,2,2,11762,0,1,8140,5181,3324,5,14,14283,8271,140,8,5,154,0,2,0,0.21739130434782608,0.2857142857142857,560,581,7224,6003,1546,12297,1675,11202,1769,12000,2531,12860,2512,12867,1466,11210,1672,8803,1628,11656,1333,12320,3682,13369,1375,12417,3479,10779,2976,12354,4863,13824
1PGmHupGOyx-byUd3I7ialBs9JKI7BBK4dP51WhZGxPsfq8qf-TdM2S8,AlcsQ,DIAMOND,4554589844,420,200,TOP,1220,4,12,5,5,0,12871,0,1,8924,0,0,13,2,20554,6735,92,0,0,36,1,6,0,0.7142857142857143,0.21739130434782608,14486,14511,6310,10074,2024,12216,1709,11072,2482,12415,3733,13387,3907,13321,1474,12436,3935,13269,4095,12287,3653,13179,6254,9476,12887,2549,12516,5147,5958,10611,5644,13347
3PDlMLcKwU64wCwfaXLv0ehDJPT2mL1CfhBkBWfMWkZj,라피스 라쥴리,DIAMOND,4554589844,420,200,SUPPORT,1220,3,4,0,5,2,3488,1839,2,4413,161,76,21,14,9232,4367,15,0,0,31,1,14,4,0.2857142857142857,0.21739130434782608,14237,14579,10929,5131,13404,2841,13949,3777,13726,3334,12156,2083,13279,4616,13975,9031,11489,3439,14035,4520,14133,13367,14118,4384,13292,3810,13115,6829,13150,3549,14181,11559
gM45mhdVbIXgKDW9umCX8dBhCRVhAxMyaN6rFDTNjRsxooc,정글 대표,DIAMOND,4554589844,420,200,JUNGLE,1220,11,4,0,4,2,4469,12110,5,8976,12695,0,18,1,20174,6291,11,121,11,111,2,7,4,0.2857142857142857,0.17391304347826086,14486,14291,9555,4074,11778,7712,6146,12502,2824,11248,10405,7518,6336,12645,12414,10614,10219,4066,7415,3217,7072,11559,12439,10634,10647,5168,9637,2439,9920,4196,6988,12492
wA7q-9XdvZKkPYUa5WA1hu5OP8JGUS0gIpqfLJrpKyEc,Caramelpopcorn,DIAMOND,4554589844,420,200,BOTTOM,1220,4,7,1,5,0,7003,1246,2,4032,3148,300,9,0,11755,6190,142,0,0,0,1,6,0,0.14285714285714285,0.21739130434782608,14147,14401,9155,8876,13106,3410,13393,3919,13035,3516,12798,2488,13368,4605,14236,14088,11379,3914,13340,2922,11636,1981,14040,10642,12929,3457,12874,5427,13206,3423,13978,4355
RyB0Yp6ORcIyDOFE8ZkLe333H8ahzZ3fhjCpbaoeTv3pI0s,미쳤다도랏다,DIAMOND,4554589844,420,200,MID,1220,14,4,1,4,1,5752,0,1,6479,0,0,5,1,13935,6522,127,4,0,112,0,3,0,0.2857142857142857,0.17391304347826086,14277,14223,8885,8973,8170,7700,8939,8836,7196,7697,13974,13955,12972,12876,7636,7859,8403,4847,10020,7991,8266,10144,6795,7262,9208,7519,2880,13090,6223,11807,6903,6700
sFTcuCu362947wctm9j6prTAWIGkyh73X72lrocc6tms21w,웅래king,DIAMOND,4533868098,420,100,BOTTOM,1595,7,4,6,2,3,13063,1858,3,6273,6149,1761,12,3,9045,11370,200,8,0,151,1,7,1,0.3,0.2,221,471,6960,3101,12510,1774,10464,1255,5926,1068,11757,2767,11274,1680,12184,2974,10959,1723,13006,3187,10365,1743,10828,2292,11846,1976,12891,3031,12640,2931,12506,2392
O-qSFqBaC5247-a8Ujgy2O1bqEWhQnaYynSHtDWOr0m_,조혁준조패는사람,DIAMOND,4533868098,420,100,SUPPORT,1595,4,21,3,3,16,15854,10748,5,6513,13387,1630,59,32,13074,7829,9,0,0,142,5,30,5,0.6333333333333333,0.3,311,649,7989,3528,12383,2323,10860,889,6801,4655,12047,2120,11617,1372,11741,2835,11384,1613,13538,3123,12826,2902,10926,1879,6974,1311,13661,3284,12314,3301,12597,2783
wZxx-fl9mAaInu4Yk9Fi1viGd1uZANFA5rxWDw5bofXiqU0,내가많이사랑한다,DIAMOND,4533868098,420,100,JUNGLE,1595,4,11,14,1,10,19142,0,1,27557,28199,471,30,19,23168,13834,33,155,8,582,12,21,4,0.8,0.1,560,361,6563,4792,3239,8186,7125,5198,8406,7918,3173,7323,7948,9857,5782,1733,7037,5366,10938,4712,3739,6591,2240,8832,8306,8875,4456,9302,10539,5044,10783,1807
ZA1jLH6FR-uQF4zs_yM7kySFUFpFg1_MLA36my0U8--ZNc0,지영이fan,DIAMOND,4533868098,420,100,TOP,1595,12,4,2,2,12,6857,0,1,23914,14537,2655,13,20,16853,8856,137,0,0,128,0,8,2,0.4666666666666667,0.2,560,581,1195,9888,2063,12232,1182,11608,1202,11382,1975,12299,7394,7321,1199,10986,2389,12387,1966,12334,5158,10298,2174,12505,1267,11144,1352,11832,8036,7254,1306,11462
hjJr47mwJi4aycSlIcxFqMVTqEfwqpI29DKr6M0IISN8,In Plus,DIAMOND,4533868098,420,100,MID,1595,12,4,5,2,19,19794,0,1,8596,12012,1660,34,18,13318,12300,178,28,8,364,7,14,3,0.8,0.2,351,293,5886,8696,6985,7114,6456,6841,8132,8001,7209,7233,7911,7671,6949,6929,6930,6677,8257,8037,4545,4049,6965,7215,8143,8607,4718,9515,10586,5683,3650,1638
rMzdsVunPifJ7gYWngVuZTbU_BhY-lVQ_HosNxP9kkc,열심히할게염,DIAMOND,4533868098,420,200,TOP,1595,12,4,4,4,1,11913,0,1,25057,1972,1972,19,19,21616,8935,158,5,0,179,2,6,4,0.5,0.13333333333333333,14486,14511,6487,11406,2314,12699,1314,11596,1797,11778,2598,12811,13075,14185,3404,8878,4396,13706,2671,13066,6393,13580,4045,13746,2836,11311,4303,14050,3032,13356,2934,11285
RgbiTv-S5Ad6Ed9jBT7aMEft9VtN794SUvzANyAyIgxly3FgA0MsTAwe,왕벌 혜 지,DIAMOND,4533868098,420,200,SUPPORT,1595,3,4,1,5,4,3487,0,1,5729,409,409,42,31,10633,5833,13,0,0,175,4,19,8,0.5,0.16666666666666666,14237,14579,11816,5938,13122,2647,13110,2131,13560,4095,13224,3690,12605,1902,13537,8018,12306,1784,13237,4700,13857,9359,11635,3295,9889,8982,13428,4398,12610,5352,13157,3605
pYllrQiWxhuir0xFlyyIYGIYGTNzSbeZ0livfej4KayxVbw,SRhyo,DIAMOND,4533868098,420,200,BOTTOM,1595,7,4,2,5,3,9277,2319,3,8903,6011,3853,10,11,16491,9188,181,10,0,52,0,6,4,0.5,0.16666666666666666,14147,14401,12351,11325,12839,2386,13385,2480,13329,3890,13319,3280,12397,2097,13772,6267,11822,2217,13721,4483,13680,9098,11870,3809,11865,3809,13931,4649,13905,5347,13611,3908
DbSsvgykkpMl1K8EfPfP2xinroE7c9bQk-ef6XBrNHVkoCg,Away from bush,DIAMOND,4533868098,420,200,MID,1595,14,4,2,9,4,9524,0,1,9428,3196,1204,26,15,21889,8784,179,4,0,109,1,9,7,0.6,0.3,14277,14223,12940,13498,7533,7007,8026,7511,11598,12120,8505,5712,9092,9256,7786,7340,6660,7396,8606,8748,10705,3235,7963,7770,8521,9048,7511,6884,7447,7158,11266,2942
NKzXVfdUsxk-6JtAwpvusZtU25c6y4_mWS6OM2xzigMC,안녕이자나,DIAMOND,4533868098,420,200,JUNGLE,1595,11,4,1,7,6,6424,0,1,18866,8025,231,19,16,23357,7148,17,101,1,289,3,7,2,0.7,0.23333333333333334,14486,14291,11328,6528,12174,6789,5576,9496,9085,8373,11580,7722,7980,7474,14339,14378,9989,4503,7891,11905,13250,2600,12645,6086,11180,10960,1077,12783,11483,5693,13064,4782
kwP0hbomsHoIATYROApFHfCI6Vczy9O0wtAoDGATxlh048I,자크족,DIAMOND,4575883632,420,100,SUPPORT,1459,14,4,3,6,3,7386,7413,4,11133,1169,532,49,28,17077,6037,39,0,0,124,7,23,5,0.4,0.23076923076923078,311,649,7422,4658,12306,2426,12630,2433,12711,2538,11019,955,11984,2388,9979,1435,10252,1430,7862,5356,7425,2968,10188,5110,12702,3002,6590,7263,10272,3258,13450,2684
V0xFAl68l6QyU2ViMxqkJxdpGt_UvjihRtIvruCvTILLWzkWUWpdq-Ty,새날의 빛,DIAMOND,4575883632,420,100,MID,1459,12,4,4,6,1,10440,0,1,10716,0,0,6,9,16831,7974,122,8,4,75,2,4,0,0.3333333333333333,0.23076923076923078,351,293,3497,7706,7470,7280,6892,7063,4825,8087,6585,7185,6559,7119,2688,2982,6849,7012,6443,6641,6459,6779,5765,7386,7468,7415,458,742,10739,1341,8488,5514
_xJS63bn34wzFfQquQUGtw098sra7gVnvQL4uuDaf6Ewf68,뷔뷔뒤봐뷔뒤뿌,DIAMOND,4575883632,420,100,JUNGLE,1459,4,11,2,4,8,7609,0,1,12684,7844,0,18,24,22213,8192,45,98,4,327,8,6,4,0.6666666666666666,0.15384615384615385,560,361,7159,4645,6602,4813,2816,11334,4088,9690,11117,1460,6780,4425,4575,9154,9402,1389,10962,3719,6810,4979,3150,7663,5765,8641,5177,8717,9306,3758,8553,5055
r7riG_a4JmMlsgdthOVrrFdI5UhziL47rMz7eh6Ly8jdKTE,내몸에서나와룰러,DIAMOND,4575883632,420,100,BOTTOM,1459,7,4,2,6,7,13246,1396,2,5564,2167,1343,10,23,12825,9293,156,8,0,603,0,4,1,0.6,0.23076923076923078,221,471,6563,4693,12722,2150,12925,2672,12722,2612,1035,654,12286,1998,8309,1261,6550,768,12495,2155,10472,844,10800,4434,12998,3371,13408,3911,4875,894,12758,2657
Du0U_0-AvYeWVuNFPAxUTYPzDvCTBNxLqnL-GbdCxL51JEM,내몸에서나와마린,DIAMOND,4575883632,420,100,TOP,1459,6,3,4,4,2,9919,0,1,13736,125,0,19,9,18861,7738,145,0,0,70,6,11,1,0.4,0.15384615384615385,560,581,5161,9044,2202,12143,1204,11613,3920,9977,2269,12726,2186,12306,1067,8054,1178,12082,3073,12861,421,546,2422,8930,524,1098,1669,11420,1315,9123,5187,7549
