account_id,summoner_name,tier,match_id,queue,team,position,playtime,spell1,spell2,kills,deaths,assists,totalDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,goldEarned,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,visionWardsBoughtInGame,wardsPlaced,wardsKilled,killsRatio,deathsRatio,xcor_0,ycor_0,xcor_1,ycor_1,xcor_2,ycor_2,xcor_3,ycor_3,xcor_4,ycor_4,xcor_5,ycor_5,xcor_6,ycor_6,xcor_7,ycor_7,xcor_8,ycor_8,xcor_9,ycor_9,xcor_10,ycor_10,xcor_11,ycor_11,xcor_12,ycor_12,xcor_13,ycor_13,xcor_14,ycor_14,xcor_15,ycor_15
ByTQDN6MQI7I36Rc6CN-_NqvfYY5OQXPY3Q4Ah6lOJuil6uQeVDswVA4,백정은승리를원함,DIAMOND,4549051963,420,100,JUNGLE,2231,11,4,0,6,11,12349,0,1,37984,10394,274,52,39,29892,10367,44,145,0,674,9,11,14,0.6875,0.17647058823529413,560,361,8637,4154,7125,3931,11235,3839,725,1368,3374,10376,3092,10707,7187,5189,8003,1832,9972,4411,5496,9021,10272,5708,2003,1119,7636,5900,4071,10026,6955,5306
V3YjU_Ytrj5QH67SmDgoIyYs7WWwtu4dJAk1ID1XTSHjivZHwgbT97QF,EDG DEFT,DIAMOND,4549051963,420,100,BOTTOM,2231,1,4,6,5,6,26756,0,1,16135,3430,417,24,1,23078,15409,296,24,4,39,2,12,6,0.75,0.14705882352941177,221,471,8590,3880,11974,1654,12337,1833,12911,1725,10712,1230,11107,4154,10495,1386,11027,1690,10809,4464,8368,1515,11639,3645,11434,1282,10432,1452,4085,9366,8049,6348
ajjhStdTsUXoZC82fgwkt5TqNY0BcDoSOkEzlW4WYYVtuXY,말이쁘게하는아이,DIAMOND,4549051963,420,100,MID,2231,12,4,4,8,6,17870,0,1,19493,3512,0,22,26,29388,12256,221,4,0,347,3,9,3,0.625,0.23529411764705882,351,293,7758,6028,7379,7455,6272,7032,4665,11833,6385,8508,5372,4922,6118,5850,6969,6541,6276,6502,6251,8171,7224,7147,3059,2393,7241,6767,3972,9477,11928,3292
HK9Bjqo4nJZL1i_c2p285BOkP_nmDKgLx0Pa_bsfynH9tWk,배움의 정석,DIAMOND,4549051963,420,100,TOP,2231,6,4,3,8,2,8672,0,1,26536,2375,303,30,20,32344,12606,243,6,0,89,4,16,2,0.3125,0.23529411764705882,560,581,5679,7395,1825,13008,1663,12775,1864,11419,2867,13047,1192,11170,1419,11108,1682,11344,1132,10258,1954,11854,1122,12191,1359,8306,1416,9954,4641,9899,1560,994
X4_ouIvVl-8X8XGUy_DQ9SV_WQhDYxxpSHex_vQV3_3wH-s,오갈병,DIAMOND,4549051963,420,100,SUPPORT,2231,14,4,3,7,5,5620,0,1,56573,852,195,57,43,25543,8664,26,0,0,160,1,31,7,0.5,0.20588235294117646,311,649,8576,4773,11960,2602,12795,2029,12391,1381,10618,871,11193,4104,10544,862,11011,1835,11200,4409,6236,10012,11353,4719,12181,1245,7544,6095,4946,8354,8692,5366
ceSHwbvTDKE2nnSI67Rj25iExZHxsJLlDqlQo4u8xxvmbWc,초심처럼 하자,DIAMOND,4549051963,420,200,BOTTOM,2231,7,4,6,2,11,25441,1431,2,12134,22322,3452,56,62,11390,14779,237,36,8,1047,5,18,9,0.5,0.125,14147,14401,11340,5636,12976,2563,12979,3132,13057,3089,12468,2485,13231,3272,12027,1903,12406,2145,14081,12421,11197,1228,13566,4468,13361,3745,13071,4441,5098,9166,10048,8099
IwwcZbfDD6A_hFWwS984npPsH5RDVQEd6hHgcLBcWJSwESc,뽀뚜루족 전사,DIAMOND,4549051963,420,200,MID,2231,4,14,9,4,13,29069,0,1,20434,9499,3172,21,23,31114,15418,229,21,9,266,1,6,7,0.6470588235294118,0.25,14277,14223,10024,8975,7835,7816,7230,7172,7490,7936,6241,8610,8197,8265,13890,14042,7069,6515,7312,7071,7251,7630,7935,8050,12540,12320,6974,7061,11293,4273,14340,14391
qEp9T8THaER1v-lucFoGS3mkz4oU6wdzIEsWNwSXnJ9K,그르믄,DIAMOND,4549051963,420,200,SUPPORT,2231,21,4,2,2,21,15303,10441,5,6290,7213,2154,84,56,12078,9931,21,1,0,164,8,35,9,0.6764705882352942,0.125,14237,14579,10832,5228,13063,2567,14309,13912,13099,3360,12022,2171,13613,2862,11775,1794,12281,1789,13608,4479,13094,4417,13157,4817,13271,3703,9982,10565,5472,9320,9899,7360
H4iKwo7QIBUsVYPgmWjAcc36gItEJchHFEalaZJ-fXcr,오너무싸발적이고,DIAMOND,4549051963,420,200,TOP,2231,12,4,8,3,18,34240,0,1,10169,25554,13754,21,10,16095,16735,232,17,0,118,0,11,3,0.7647058823529411,0.1875,14486,14511,14103,14195,3007,13011,2311,12146,2423,12420,4346,13665,1975,11854,8284,13785,3004,11961,1515,10945,6313,9129,1274,10939,12621,12486,3794,10738,3763,10973,10053,7373
Amhx3hka3bBEHcxzQ2MR7FCMRENCc65icBuzfK7K7lST,돈가스귀신,DIAMOND,4549051963,420,200,JUNGLE,2231,11,4,9,5,9,13948,0,1,32657,24618,230,27,24,38612,15262,14,223,25,454,6,6,4,0.5294117647058824,0.3125,14486,14291,12617,12379,6457,12622,7007,7010,11846,6779,9167,11159,1647,11192,12100,6632,11636,12880,1406,9542,7098,9602,3527,8095,9870,8833,6089,9300,4838,9247,11667,7483
6LsByvYiy6sZj70GVj_V4hKSJMv6GQDmABo8A2mJ1408,괴줄뮈,DIAMOND,4572767110,420,100,MID,1940,12,4,3,8,5,11445,0,1,29435,7437,1624,24,14,28824,10832,167,18,4,289,3,11,2,0.42105263157894735,0.32,351,293,8008,5490,7210,7424,7832,7993,7240,7497,6535,6970,6303,6525,2419,1793,7774,6581,7254,7575,6750,7077,5356,4885,6606,6943,6546,6327,2081,1510,5955,6264
n8TDO9aSqjdvf5r02t_aKPojV6byh7hBBBIdO6MR9HJXcBI,죽여주세요 앙,DIAMOND,4572767110,420,100,SUPPORT,1940,14,4,1,4,14,11238,0,1,32907,5778,4803,69,45,21575,9073,30,0,0,154,10,37,6,0.7894736842105263,0.16,311,649,9435,5629,12838,3008,13382,3797,13498,3542,13112,3645,11487,4056,13738,4067,13032,2098,731,416,12129,2293,12976,2431,9495,1549,12375,1818,13471,5096,7446,6234
JTPVWicMEnieZtloAeKHUm6M55XbpZpBcvd-E43_GbUkOi0pdAthpGzJ,Yoo Byung Chul,DIAMOND,4572767110,420,100,BOTTOM,1940,4,7,3,4,11,22562,3526,3,11834,26103,9229,33,7,20170,14547,242,25,9,91,0,3,15,0.7368421052631579,0.16,221,471,8605,4124,12805,2760,13529,3713,13077,3070,13654,3699,11922,3514,13687,3914,13019,2215,4822,982,12382,2159,13266,2838,9986,1525,12326,1539,13471,4912,6394,6890
EEWGEzrSyjRsxCYysbZNXXiIwUicWGXUKRj1HHZf5zqP_1E,구금모,DIAMOND,4572767110,420,100,JUNGLE,1940,4,11,11,4,4,21339,0,1,9713,23699,6634,33,22,21495,14647,44,156,4,183,8,8,8,0.7894736842105263,0.16,560,361,8658,4095,3235,8058,7343,7718,7293,5137,2787,8272,3480,1447,7504,3806,8609,6357,6494,4720,3315,10247,8548,2163,6722,4849,9177,3401,12651,3213,1490,1142
LPxsP4GarStbmuvs5eW0T3z5-3itKfa79fWa69odtI6F,벌꿀오소리얌,DIAMOND,4572767110,420,100,TOP,1940,12,4,1,5,9,12778,0,1,33926,2890,1491,23,52,20956,9888,155,4,0,479,4,12,1,0.5263157894736842,0.2,560,581,8358,5781,2272,12528,2948,12520,2134,12361,1815,12142,932,11071,2377,12303,1299,11128,766,2586,1668,11968,782,5141,3115,13171,1170,8442,2747,13007,6954,6634
npjl_ZBT2p71Y9nEaF16XeWl7UhfErCuYqbZ6TpJJaEr2_-k2p_5q4Qw,IlIlllIIIllIlII,DIAMOND,4572767110,420,200,MID,1940,14,4,12,4,5,23150,0,1,22048,5324,4083,24,22,29258,15788,275,4,0,146,0,9,6,0.68,0.21052631578947367,14277,14223,11844,5887,7970,7398,7892,8143,11986,11717,7385,7125,7106,6994,7056,6992,8392,6540,14363,14071,7853,7549,13186,11318,7312,7100,10349,4841,12445,11817,7845,7345
KV1QSa7vDimqqlfIAn8fWqqjt5pUCcJ6w1mG56qXVBtFcuM,2OI9,DIAMOND,4572767110,420,200,SUPPORT,1940,7,3,0,0,12,11343,16044,5,2488,1051,630,44,33,3951,6647,5,4,0,57,6,27,2,0.48,0,14237,14579,11922,5908,13130,3290,13762,4852,13522,4200,13756,5048,13629,4594,13829,4962,13884,4166,12306,3198,13055,2803,13792,4822,13555,7750,12767,3043,13699,5372,7845,7345
4P4UqNrbi83yvw1ZKkmFl-CX85IP39_vU_ItCdba_8M,The prImer,DIAMOND,4572767110,420,200,TOP,1940,12,4,4,5,9,20858,0,1,43758,7082,1922,18,92,35589,9811,146,8,0,593,1,10,5,0.52,0.2631578947368421,14486,14511,13819,14332,3179,13140,3957,13214,2612,12809,3164,13595,3089,13083,3360,13369,4131,9916,13714,14149,1144,12009,12374,9341,4176,13692,1750,12928,1077,11479,7495,7368
YEQp-cXLjbrcxap0tJGMzpcWAxF2ycp6Z0wJ1wxRMRLs,jockeys,DIAMOND,4572767110,420,200,BOTTOM,1940,4,21,1,4,7,14801,0,1,11453,7436,1173,20,9,14578,10282,195,12,0,265,2,13,3,0.32,0.21052631578947367,14147,14401,11922,5908,12948,3143,13762,4852,13522,4200,13756,5048,13629,4594,13829,4962,13557,4489,12404,2789,13055,2803,13799,4942,12147,2030,12767,3043,13644,5648,10096,9700
mxezu8wlKZtVqew28na3WjawzouqmW8grLLbanwkHoJ1zEQ,버그라니까,DIAMOND,4572767110,420,200,JUNGLE,1940,11,4,8,6,6,17596,0,1,11362,11206,0,22,10,24874,11808,21,136,0,332,4,6,1,0.56,0.3157894736842105,14486,14291,11847,5808,12193,6661,7225,9725,3868,9654,8279,10202,12043,6958,6065,12401,7784,7059,12946,11605,7042,11133,6081,8765,9587,9316,10996,3770,13505,6194,8584,5731
gIT6zF5fG0_q4JpnCCGKbXS44bHfFcuP54JskcO0a0E-tcPewP0oW8qi,00Ender00,DIAMOND,4522074998,420,100,BOTTOM,1590,4,7,9,4,8,24359,1528,3,8292,10707,5386,12,7,13447,11357,159,12,0,192,0,9,2,0.5666666666666667,0.25,221,471,10309,2822,11884,1575,10303,901,11200,1496,10233,932,3775,770,11868,1865,12572,1944,12189,2067,9585,1166,2358,604,13274,3149,6122,877,13586,4131,10749,1571
Z5BxZQrcyKFT-OX410neq9EL_WSCDCdiHowwPQfFQ8FJcEA,Fansa,DIAMOND,4522074998,420,100,MID,1590,4,14,10,4,4,22177,7091,6,8810,3246,3246,17,36,18449,11278,173,8,0,123,5,12,2,0.4666666666666667,0.25,351,293,5303,6145,7142,7572,8129,6683,8267,6882,5741,5266,6242,6540,7260,7012,880,721,8148,7209,5626,5149,7309,7787,6614,7150,1766,1140,6210,6979,2041,11657
ydMOWuTcW3sGAGDm5QgecwZQmsbKtM-XIzUfD0Uxk4Bx,귀찬은준기,DIAMOND,4522074998,420,100,TOP,1590,6,4,5,2,8,12507,0,1,15146,16209,4692,24,14,19471,10110,122,4,0,73,2,9,4,0.43333333333333335,0.125,560,581,4804,6142,2405,12328,3006,13078,2513,12668,1156,8297,1828,12217,852,3917,3462,8648,3164,11965,2894,11426,5785,9472,4174,13565,10164,2325,13483,4620,5346,5908
22ymsvsV-r-HYcZtJZchXKzmFj3GdGBmQVM1RhJzHblk,서사박,DIAMOND,4522074998,420,100,SUPPORT,1590,3,4,2,2,17,5688,8951,6,7210,2241,2132,54,19,10562,7466,21,0,0,107,8,27,6,0.6333333333333333,0.125,311,649,7018,3070,11925,1702,10023,1376,10990,1783,9995,1275,832,529,11925,2154,11941,1591,11784,2132,11577,1417,5427,982,12781,3048,1977,634,13088,3821,11937,1782
Xb0B0OvCmhp07C7HzezG0O0TvFhZlDFaKak62FlCyZ5NIHA,조이할께요,DIAMOND,4522074998,420,100,JUNGLE,1590,4,11,4,4,10,11758,0,1,24660,15059,1545,30,22,19505,10485,21,135,30,274,4,8,5,0.4666666666666667,0.25,560,361,5547,9359,8325,2403,6621,6194,3828,7840,2494,8420,8617,4610,6754,6205,7491,3965,8722,6708,3505,6694,4127,10162,7599,9641,10611,1725,9168,3417,8584,4824
uNdaDGgeoIpMIg10gLxSdlYDwMc-dPLqhjAm1mKGF5oX,월또또,DIAMOND,4522074998,420,200,SUPPORT,1590,21,4,2,7,8,14038,5757,5,6425,1488,1488,48,30,16572,7550,25,3,0,145,2,18,12,0.6666666666666666,0.23333333333333334,14237,14579,9992,5940,12473,2643,11173,1261,12326,1496,11359,1578,13999,11069,12499,2165,11310,3273,12673,3140,12203,1319,11099,1487,14266,13947,11373,1544,13368,3996,7239,6934
AANfXLjpAX4aJ_3oK1eDfzrkwWNRldLpDEVv976m0GCncGs,꿀벌시몽,DIAMOND,4522074998,420,200,TOP,1590,14,4,0,7,0,7025,0,1,9838,19166,4208,22,13,18686,8162,156,18,8,170,5,11,2,0,0.23333333333333334,14486,14511,7850,8706,2780,12864,3433,13603,3143,13099,1330,12275,2475,11969,6848,13742,14340,14390,3779,13837,3416,13173,3932,9995,14311,14509,6496,13681,2141,12194,1046,12214
5k_gZjj6K0-n7wFQCr0fb7WDIS2eEEZy7WmoHdDcC6PdXtI,South Stone2,DIAMOND,4522074998,420,200,MID,1590,12,4,2,4,4,10454,0,1,13558,0,0,15,17,22844,7928,143,0,0,150,1,8,2,0.4,0.13333333333333333,14486,14291,8571,8084,8124,7740,8176,7758,8237,7537,8079,6265,6878,7238,7850,8032,14340,14391,8118,8261,13141,12803,8211,8100,7867,7239,7578,6986,11272,4194,13227,5001
GbP_K8A3agTZEFPCwcUIqEq0QwQqOW90RDpNapA0z-bJXUw,BUSKlNG,DIAMOND,4522074998,420,200,JUNGLE,1590,11,4,6,4,6,12021,0,1,10867,6429,0,22,10,21795,9667,10,113,4,205,1,8,3,0.8,0.13333333333333333,14277,14223,7695,8488,7298,11628,8100,7390,10957,4573,11714,7956,6568,12406,7172,9620,11779,7533,7420,11041,9597,5609,10386,4939,12089,8427,11627,2151,12169,6610,13239,13854
CNBQDQRSgxj9W3SPcvfzTki0G1gSbP6u4i_KRjO49VZe,서렌안치는사람2,DIAMOND,4522074998,420,200,BOTTOM,1590,7,4,5,8,3,17856,2456,3,7177,1582,1582,28,48,21971,9348,168,4,0,680,2,9,4,0.5333333333333333,0.26666666666666666,14147,14401,10283,5730,12741,2412,11086,1452,12074,2125,11182,1430,13893,10663,12603,2374,12801,2754,13040,2911,12828,1872,11013,1509,14052,11666,10614,1733,13695,4914,7505,7318
TdG0taEdFuKAdna46iiIGVHt-y18MJdQAeYK_CTRLhjm,Rengar God,DIAMOND,4575981060,420,200,TOP,1281,12,4,0,8,3,8981,0,1,11483,837,837,10,9,19238,5984,133,0,0,112,1,7,0,0.15,0.25,14486,14511,6316,10099,2550,12567,4324,13716,1446,12553,2133,12690,2732,13301,1950,12507,2488,12354,4548,12013,2723,13140,14340,14391,4414,13828,12693,14181,4166,13684,5127,13472
agOp8zF728usVvxTA8gBD-TKO9pwl2t-zzeBI-Xf4BevmwUSPQACmBHy,골드는 나의 목표,DIAMOND,4575981060,420,200,MID,1281,4,14,3,3,1,9550,0,1,6183,222,0,20,4,11583,7485,137,0,0,98,4,9,3,0.2,0.09375,14277,14223,7666,7545,7809,7942,7801,8248,7479,7568,8158,8173,7676,8146,7372,7610,7632,7893,7310,7331,9462,5915,9234,7454,8785,8730,7623,12385,8756,9851,8156,7726
A8f5-I6VpxKzVj9tnV6aAnthbpJvtdO9xA3iHiz_1gyH,부영아파트 파크,DIAMOND,4575981060,420,200,SUPPORT,1281,3,4,5,5,11,10725,0,1,7679,749,699,23,42,12578,7801,28,0,0,82,3,15,3,0.8,0.15625,14237,14579,11770,7524,13130,2023,12719,2644,14149,12895,13529,4075,12093,1430,13488,4221,12785,2907,12138,1794,13103,4642,10939,1407,14003,4612,12937,3467,13066,4872,9543,6037
jRXkoxlMlQX2UOhUG6UrAYRgwkR3RBJH_0-E19I5qtQS,무빙오지는바위게,DIAMOND,4575981060,420,200,BOTTOM,1281,7,4,7,7,7,14655,1823,2,5034,1523,1279,23,33,15359,9449,133,8,0,509,3,8,4,0.7,0.21875,14147,14401,12138,7233,12707,2310,12448,2398,13082,3846,13285,4193,12310,1437,13547,5059,13147,3169,12678,1899,13394,5586,11173,1317,13573,5441,12312,1894,12625,5062,10049,5345
W0K1HISfM-lI1ARIsxlp9hCB0nrI0OpooN72NJaEu1HriFw-pNqdj-DQ,LoveLife,DIAMOND,4575981060,420,200,JUNGLE,1281,4,11,5,9,4,8197,9332,5,8407,4034,0,11,0,22789,7721,9,87,8,0,1,2,4,0.45,0.28125,14486,14291,12213,9991,8419,2465,10527,13298,1532,12374,11175,5662,6397,11321,10724,8901,8947,10965,6673,13575,9564,4563,9981,2466,4126,13038,11211,7004,5416,13601,11178,7190
UedKf9zKpJNszauH0Z5cDSLLaGCVQeWsmhf40Xe6odwjYXA,팬티 준비해라,DIAMOND,4567616249,420,200,SUPPORT,1272,3,4,0,3,2,1610,1898,4,3684,321,120,28,8,5393,4113,26,0,0,80,5,17,3,0.25,0.15,14237,14579,11120,5713,13215,2548,12518,2735,12722,4952,14340,14391,13612,4471,13323,3284,8052,2358,6531,13594,11442,4280,11859,3676,10268,7015,13441,3756,11669,6529,10970,10516
zzHK3j60dNuvwGCuIiWtNyGm1tmgnlKCzXPFiKBZl5hV,극공이,DIAMOND,4567616249,420,200,BOTTOM,1272,7,4,1,2,4,8712,1773,3,4126,1996,1996,15,4,9662,7161,169,0,0,22,3,8,5,0.625,0.1,14147,14401,13061,7298,12874,2879,12903,2433,13270,4306,11630,5636,14061,4361,13439,2706,9598,2405,11881,9648,8665,7493,12469,2243,13534,4561,13143,3672,12997,5099,14067,13458
vTdXJ2NUBo2nhkGQf06B2bJ0QsNdN4nZOZzpz0OA0u1OXSA,오 여,DIAMOND,4567616249,420,200,JUNGLE,1272,4,11,3,6,3,8149,0,1,8056,480,0,21,6,17069,6706,14,96,4,190,2,7,3,0.75,0.3,14486,14291,11236,7745,12036,6917,7180,9704,12305,6495,11392,8223,7298,11987,10051,7772,7241,2876,6779,12491,11413,4473,10430,8940,3753,9900,5017,8744,7183,9201,7641,13439
sX1DDkP50x7hm_TYLMkE5guqEvEJPsTZb34gxuaSBvCwpPDB3lJwIQ_4,chen yang,DIAMOND,4567616249,420,200,MID,1272,14,4,3,4,0,7445,0,1,5058,563,563,8,2,13484,6163,115,0,0,31,0,6,0,0.375,0.2,14277,14223,6596,9562,6921,7322,7627,7775,8309,8081,12741,12964,7619,7640,8466,8239,7440,4972,13444,4420,13148,3261,13013,13566,8833,8158,9473,7283,7912,8130,11003,11347
Eujb5V26Dy-1Xff1yXQ6awnlZGcAhPraPaVBx7KkiIpTv9OJ8zzjm3U4,파일럿 E 호,DIAMOND,4567616249,420,200,TOP,1272,4,14,1,5,2,3319,0,1,8658,2220,908,12,4,12538,6483,120,5,0,123,1,6,3,0.375,0.25,14486,14511,1576,12809,10882,14114,4486,13860,13398,14286,1805,12015,1742,12792,2252,12574,4156,13662,3863,13621,7931,13693,4856,13639,1779,11231,5789,13428,3783,13478,12032,14085
xLVenJPVXELSrNgl1NQ5hME-SP1m3Jb76E9Tv10S_UaZKfU,탑은 쓰레기다,DIAMOND,4544955847,420,100,MID,1453,12,4,1,4,5,8436,0,1,10764,2918,1096,19,11,19398,8332,123,15,1,373,5,8,2,0.18181818181818182,0.15384615384615385,351,293,6558,6815,6882,7400,7488,7872,6223,6494,7966,6994,6304,6804,6923,7197,9032,7413,6719,6750,6417,6960,3546,3009,8312,8507,7297,7288,7406,7609,8631,7792
setoSKtG7vZJHNlXtcyOfDjRo4RYg74uOtMXvoXOmFR33H9xdjZtOUSz,gowdvkapr2,DIAMOND,4544955847,420,100,TOP,1453,12,4,9,5,2,21208,0,1,10639,16613,13161,32,14,22316,13623,189,4,4,254,1,8,3,0.3333333333333333,0.19230769230769232,560,581,5150,8558,2415,12450,2168,12698,1294,7258,4047,13647,1695,12178,1207,10476,618,1890,2573,13570,2332,13255,2453,12818,8043,14131,3121,13703,2372,3093,6856,13680
QtOQYn-z9r8XVdp96zieWza0QGfWzlrbyGVijPGKYxyLRVQ,Cut the wind,DIAMOND,4544955847,420,100,JUNGLE,1453,11,4,18,5,3,19773,0,1,11302,29689,1858,5,6,22251,14168,31,118,24,157,1,1,1,0.6363636363636364,0.19230769230769232,560,361,5050,8443,6833,11415,3267,7839,4736,6221,10906,3357,2451,10368,7903,6430,7581,9864,394,461,4975,10510,12226,2848,711,908,2598,8378,10128,1101,11258,5883
mFLb0_vy_pVAxfZ9-gKXzjYODroa5vHlv2UJ_eaRCF-c,병장 김재중,DIAMOND,4544955847,420,100,SUPPORT,1453,14,4,0,5,13,6672,0,1,11661,7436,2295,35,26,16172,7238,35,0,0,102,7,19,2,0.3939393939393939,0.19230769230769232,311,649,1574,816,5224,747,10304,1091,12022,1184,11330,3333,4388,975,12269,1330,10050,8337,8809,4424,9408,2409,11092,1773,13001,1994,11175,3360,4830,896,10909,7572
F33PxAWVfbbVTxYxHzMYQvdjb4g3CJn6cSxvPZ34X3fmYb8,지옥고아제조기,DIAMOND,4544955847,420,100,BOTTOM,1453,7,4,5,7,8,10148,2003,3,5989,19060,5485,27,32,15055,10272,152,10,4,530,3,9,6,0.3939393939393939,0.2692307692307692,221,471,7506,3668,5781,941,10202,1110,11683,1766,11364,3276,3480,822,11213,1840,10347,989,12255,1902,9077,2308,10849,1750,12169,1363,11466,3258,10721,1321,8939,7545
rGgijSSjWO7p2Uu55yH7u9ebck3tWyAlU8-6J1lLKvoFYPA,7I니7lL1기LI71Ll,DIAMOND,4544955847,420,200,JUNGLE,1453,11,4,7,10,4,12725,0,1,12078,2977,1732,23,2,25667,10019,68,83,24,94,2,10,2,0.44,0.30303030303030304,14486,14291,10347,3051,7457,4988,12012,7190,4790,7700,10629,3107,1666,12385,8372,6080,9834,8841,14110,14036,10314,3121,8039,7761,2668,12393,13301,12609,10115,1027,11222,5166
6Qyd5MPpv400MUx3glE9FP6orGR4TKYXMLCMy-Qw4o-njqg,조지아는오리지널,DIAMOND,4544955847,420,200,TOP,1453,12,4,2,9,2,7877,0,1,14809,556,0,14,7,23068,7075,123,14,4,87,1,6,3,0.16,0.2727272727272727,14486,14511,4631,13498,3435,13171,14340,14391,3513,13156,4493,14052,3234,12939,2946,11146,4254,13640,4487,13700,3490,10756,2244,13016,7703,11284,3434,13752,7522,13652,8335,13707
KiQK-pYMNy8_O1gncuO82zyyjN1VkjFIQkJpsw8JQVYIju2Rf6DKcIbu,설효림2,DIAMOND,4544955847,420,200,BOTTOM,1453,7,4,12,6,5,24844,2280,3,7875,9589,4339,20,6,16952,14267,186,20,0,87,1,7,5,0.68,0.18181818181818182,14147,14401,10617,3099,12017,2887,11478,1675,12358,2736,13919,11017,13321,5189,13397,2608,11194,1385,13117,3899,10795,3337,12058,1435,13143,4288,12458,5859,8270,1523,11967,7196
gIOMdJtbcw7xuZUeCm0KXkuh3z1MDB5ALDy9zhGQ0gMR,초심찾자 빙글,DIAMOND,4544955847,420,200,SUPPORT,1453,3,4,0,3,12,1898,486,4,5049,1032,670,54,16,7797,6260,39,4,0,132,5,23,5,0.48,0.09090909090909091,14237,14579,11180,5212,11425,3126,11777,1724,12380,2113,14312,14226,13036,3042,13130,3295,10849,5399,13684,8456,11091,3305,11955,2361,13203,4335,12534,5457,10413,2956,8536,8146
EeysKS9Fp99KGXOc-r2rN3O25ReDujOHFD0ecyPlHPBVG_U,오리l아나,DIAMOND,4544955847,420,200,MID,1453,12,4,4,5,6,17895,0,1,7678,5895,724,19,19,12634,9336,156,4,0,314,4,5,3,0.4,0.15151515151515152,14277,14223,12805,12138,7958,7449,8400,7914,7109,7438,8809,8591,7381,7208,7824,7792,8488,7899,9769,6369,7694,7227,7197,7548,12404,5051,11868,11570,10076,5614,12598,12571
uQZrS2QRidvUKZWxzxjtNjMPoWJj4I1727GSoJXZCFk6,배돌배,DIAMOND,4567527790,420,100,JUNGLE,1398,11,4,3,3,7,6603,0,1,14818,12576,84,23,23,19401,8503,24,101,0,293,6,7,2,0.6666666666666666,0.1111111111111111,560,361,7166,3850,3452,7894,7463,7963,1987,3608,3693,6285,11611,2158,7078,4278,4472,7487,5068,1641,8697,1601,3776,10271,4119,10033,7685,3727,4230,9660,654,1498
1AU1FHx9vfh1148UtRPB4h6wLUCCAOafOkghTfFKItDb4DA,KAHSUFLG,DIAMOND,4567527790,420,100,MID,1398,4,12,3,5,2,11303,0,1,5978,1730,1386,24,3,12371,7683,154,0,0,72,5,12,1,0.3333333333333333,0.18518518518518517,351,293,7943,5132,7684,7326,7127,7017,2640,2141,6109,7366,12811,1812,6013,7409,6836,7940,5210,5155,7562,6157,6830,7449,4734,9544,5437,6291,7197,7395,7354,7443
pKgFiSN8h_pwvFQRDUQryfWJ1apkJ1baNUlZH0iJ_wpp,요정 조보아,DIAMOND,4567527790,420,100,BOTTOM,1398,4,7,2,10,3,13572,1376,2,6806,1086,1086,13,2,16867,6925,122,0,0,15,0,7,3,0.3333333333333333,0.37037037037037035,221,471,10269,2938,11952,2082,12588,3143,12778,3227,12659,2415,5611,1170,12554,2971,11305,4799,9020,1346,7657,1255,9847,878,11647,1822,8769,1167,4655,836,13487,2746
_mStCyiUb6qnT_R3lXdysq91S6ZazeLURAWfr9zWPL5x,배우 이혜리,DIAMOND,4567527790,420,100,SUPPORT,1398,4,14,1,7,5,6360,169,3,23931,282,282,30,38,16043,5422,28,0,0,59,12,21,3,0.4,0.25925925925925924,311,649,8600,4640,12618,1556,12416,3116,13271,2729,13046,2003,7089,1314,12084,3364,11289,4304,1437,575,5932,971,5051,816,11102,1158,9942,1404,10753,1030,13552,2719
k6ReWhla9jmKgdyxUs-BvqFZ3L1CAnIjsBFGansLiNgI_WV1O_Yd__rm,IIllllllIIIIIll,DIAMOND,4567527790,420,100,TOP,1398,12,4,6,2,2,12928,0,1,14427,1878,1878,12,14,15528,10028,157,8,0,150,0,7,1,0.5333333333333333,0.07407407407407407,560,581,4797,8083,1597,11853,2101,11949,1266,11226,2247,12625,2042,12317,857,11086,4985,9533,1037,11054,1785,12918,2071,11771,867,10675,1953,11949,1024,10832,1701,11570
2p5EipQz6y2eDTiOgLYbIbHTOOSHDPOx62_NkTq-uATT5Io,05 kiin,DIAMOND,4567527790,420,200,TOP,1398,4,12,3,5,2,11973,0,1,10465,6427,499,13,11,19195,8753,175,16,4,55,0,6,2,0.18518518518518517,0.3333333333333333,14486,14511,4694,13808,2116,12598,3027,12912,1595,11703,3304,13461,3160,13332,1124,11248,4161,11861,2282,11858,3999,13494,2065,11665,2639,11878,2083,12619,2358,12462,2521,12676
zC-5lCD10T_TpcI3GCzsuS0pg6ju0zh3_iuq_BsjMC5mRik,Str4wny,DIAMOND,4567527790,420,200,BOTTOM,1398,1,4,8,4,6,13651,0,1,5771,16706,7501,15,1,12895,10516,149,4,0,14,2,9,2,0.5185185185185185,0.26666666666666666,14147,14401,11221,5559,12808,2912,13687,3513,13423,4134,13372,3310,14187,12269,13506,4236,13728,4268,12127,9234,12827,1866,10590,1372,13052,3297,12843,3214,10957,1215,13712,5670
